"","Name","Class","Role","Tier","Score","Trend","Win..","Role..","Pick..","Ban..","KDA","Patch"
"3111","Fiddlesticks","Mage","SUPPORT","B",46.37,"-1.12",0.5161,0.1852,0.0068,0.0114,2.04,"13_14"
"3112","Fiddlesticks","Mage","JUNGLE","B",45.66,"-4.46",0.5023,0.6825,0.0265,0.0115,2.78,"13_14"
"3113","Fiora","Fighter","TOP","God",61.35,"-4.88",0.5207,0.9813,0.0748,0.1607,1.6,"13_14"
"3114","Fizz","Assassin","MID","A",51.62,"1.88",0.5235,0.9576,0.029,0.0189,2.59,"13_14"
"3115","Galio","Tank","MID","A",50.21,"1.83",0.5214,0.7712,0.0207,0.0029,2.88,"13_14"
"3116","Galio","Tank","SUPPORT","B",46.53,"2.97",0.511,0.2016,0.0049,0.0031,2.37,"13_14"
"3117","Gangplank","Fighter","TOP","A",52.11,"-3.12",0.4965,0.8731,0.046,0.0385,2.01,"13_14"
"3118","Gangplank","Fighter","MID","C",39.75,"-2.78",0.498,0.1442,0.008,0.0438,2.28,"13_14"
"3119","Garen","Fighter","TOP","S",54.35,"1.7",0.5189,0.8627,0.0379,0.0137,2.06,"13_14"
"3120","Gnar","Fighter","TOP","A",50.68,"3.81",0.5151,0.9752,0.0249,0.0047,1.92,"13_14"
"3121","Gragas","Fighter","JUNGLE","B",47.06,"-5.89",0.4942,0.5227,0.0356,0.0112,2.98,"13_14"
"3122","Gragas","Fighter","TOP","C",42.61,"-3.1",0.4665,0.2849,0.0205,0.0112,2.03,"13_14"
"3123","Graves","Marksman","JUNGLE","God",69.14,"-0.03",0.5075,0.9595,0.1175,0.0936,2.77,"13_14"
"3124","Gwen","Fighter","TOP","B",45.81,"-1.55",0.4873,0.9083,0.0334,0.0092,1.54,"13_14"
"3125","Hecarim","Fighter","JUNGLE","C",41.12,"-5.28",0.4799,0.9724,0.0283,0.0055,2.62,"13_14"
"3126","Heimerdinger","Mage","SUPPORT","B",48.54,"1.73",0.5201,0.6054,0.0196,0.0231,1.91,"13_14"
"3127","Heimerdinger","Mage","TOP","B",45.94,"5.01",0.512,0.2298,0.0077,0.0224,1.68,"13_14"
"3128","Heimerdinger","Mage","MID","C",40.03,"-3.54",0.5192,0.104,0.0033,0.0226,1.88,"13_14"
"3129","Illaoi","Fighter","TOP","A",51.53,"-7.08",0.511,0.9455,0.0451,0.0844,1.36,"13_14"
"3130","Irelia","Fighter","TOP","S",53.74,"-0.16",0.5086,0.4516,0.0495,0.156,1.55,"13_14"
"3131","Irelia","Fighter","MID","S",53.54,"1.47",0.4945,0.5322,0.0579,0.156,1.71,"13_14"
"3132","Ivern","Support","JUNGLE","S",55.44,"0.41",0.5318,0.8291,0.0224,0.0135,3.92,"13_14"
"3133","Ivern","Support","TOP","D",33.38,"3.92",0.434,0.102,0.0019,0.0118,1.89,"13_14"
"3134","Janna","Support","SUPPORT","B",47.96,"-1.57",0.4969,0.9883,0.0147,0.0023,2.94,"13_14"
"3135","Jarvan IV","Tank","JUNGLE","S",55.54,"-2.5",0.517,0.9376,0.047,0.0079,3.36,"13_14"
"3136","Jax","Fighter","TOP","S",57.3,"-31.57",0.4944,0.8857,0.0774,0.1281,1.64,"13_14"
"3137","Jayce","Fighter","TOP","S",54.24,"-7.63",0.5005,0.7058,0.0588,0.0611,1.77,"13_14"
"3138","Jayce","Fighter","MID","A",50.47,"3.46",0.5289,0.2881,0.0277,0.0629,2.15,"13_14"
"3139","Jhin","Marksman","ADC","B",48.17,"-3.35",0.4928,0.9581,0.0719,0.006,2.82,"13_14"
"3140","Jinx","Marksman","ADC","C",42.77,"-2.59",0.4839,0.9882,0.0543,0.0044,2.31,"13_14"
"3141","K'Sante","Fighter","TOP","A",51.95,"-17.66",0.4718,0.8306,0.0689,0.0335,1.94,"13_14"
"3142","K'Sante","Fighter","MID","D",37.34,"-1.49",0.4788,0.1516,0.0132,0.033,2.15,"13_14"
"3143","Kai'Sa","Marksman","ADC","God",92.02,"1.67",0.5038,0.9733,0.4505,0.2181,2.63,"13_14"
"3144","Kalista","Marksman","ADC","C",40.06,"1.18",0.4883,0.8669,0.0178,0.0039,2.24,"13_14"
"3145","Kalista","Marksman","TOP","D",34.97,"7.83",0.4579,0.1206,0.0023,0.0045,1.43,"13_14"
"3146","Karma","Mage","SUPPORT","A",51.96,"4.23",0.4912,0.9412,0.0577,0.0178,2.46,"13_14"
"3147","Karthus","Mage","JUNGLE","S",55.25,"2.15",0.5275,0.8745,0.0469,0.1215,2.49,"13_14"
"3148","Kassadin","Assassin","MID","C",41.78,"0.03",0.4994,0.948,0.0087,0.0031,2.63,"13_14"
"3149","Katarina","Assassin","MID","S",56.89,"1.44",0.5137,0.9722,0.0541,0.0389,2.47,"13_14"
"3150","Kayle","Fighter","TOP","A",49.92,"-3.33",0.512,0.9463,0.0265,0.0178,1.81,"13_14"
"3151","Kayn","Fighter","JUNGLE","A",52.44,"1.2",0.5091,0.9459,0.0562,0.0158,2.51,"13_14"
"3152","Kennen","Mage","TOP","A",50.44,"2.29",0.5122,0.8463,0.024,0.0302,1.98,"13_14"
"3153","Kennen","Mage","MID","D",37.27,"-7.22",0.4901,0.1366,0.0034,0.0217,2.33,"13_14"
"3154","Kha'Zix","Assassin","JUNGLE","S",60.82,"7.42",0.5121,0.9881,0.0818,0.0705,2.76,"13_14"
"3155","Kindred","Marksman","JUNGLE","A",50.95,"-8.28",0.5022,0.9721,0.0539,0.0858,2.37,"13_14"
"3156","Kled","Fighter","MID","A",51.36,"2.44",0.5613,0.1142,0.0021,0.0054,2.8,"13_14"
"3157","Kled","Fighter","TOP","B",47.43,"0.65",0.4981,0.8689,0.0168,0.0054,2.11,"13_14"
"3158","Kog'Maw","Marksman","ADC","A",48.77,"8.27",0.5438,0.868,0.0079,0.0023,2.3,"13_14"
"3159","LeBlanc","Assassin","MID","God",89.47,"-4.8",0.4989,0.9041,0.0885,0.4798,2.83,"13_14"
"3160","Lee Sin","Fighter","JUNGLE","God",89.48,"-2.87",0.4759,0.953,0.2116,0.1483,2.85,"13_14"
"3161","Leona","Tank","SUPPORT","S",57.52,"2.35",0.5134,0.991,0.0721,0.0365,2.35,"13_14"
"3162","Lillia","Fighter","JUNGLE","B",48.35,"0.54",0.5146,0.9043,0.0248,0.0037,2.95,"13_14"
"3163","Lissandra","Mage","MID","God",65.78,"17.69",0.5275,0.9444,0.0742,0.0436,2.56,"13_14"
"3164","Lucian","Marksman","ADC","B",45.36,"-3.23",0.4991,0.9007,0.053,0.0201,2.33,"13_14"
"3165","Lulu","Support","SUPPORT","B",47.67,"-2.4",0.4672,0.9634,0.0481,0.0094,2.74,"13_14"
"3166","Lux","Mage","SUPPORT","S",55.45,"-1.82",0.4912,0.7513,0.0832,0.0436,2.15,"13_14"
"3167","Lux","Mage","MID","C",43.66,"-6.96",0.4867,0.2247,0.0217,0.0436,2.63,"13_14"
"3168","Malphite","Tank","TOP","S",57.15,"-12.1",0.5049,0.7386,0.0515,0.0971,2.41,"13_14"
"3169","Malphite","Tank","MID","B",47.66,"-2.59",0.5244,0.1543,0.0113,0.096,2.73,"13_14"
"3170","Malzahar","Mage","MID","B",45.87,"-0.46",0.5167,0.8536,0.0172,0.0062,2.36,"13_14"
"3171","Malzahar","Mage","TOP","B",45.66,"4.38",0.5079,0.1262,0.0024,0.0061,1.95,"13_14"
"3172","Maokai","Tank","JUNGLE","S",57.71,"1.37",0.5306,0.5369,0.0492,0.0156,3.15,"13_14"
"3173","Maokai","Tank","TOP","A",51.63,"-7.6",0.5132,0.1848,0.0174,0.016,2.43,"13_14"
"3174","Maokai","Tank","SUPPORT","A",50.16,"-1.78",0.517,0.2901,0.0256,0.0157,2.22,"13_14"
"3175","Master Yi","Assassin","JUNGLE","A",48.83,"-6.13",0.4945,0.8827,0.0558,0.0504,2.17,"13_14"
"3176","Milio","Support","SUPPORT","B",45.98,"-17.82",0.4586,0.9956,0.0364,0.0633,3.04,"13_14"
"3177","Miss Fortune","Marksman","ADC","A",49.71,"-5.08",0.5082,0.8803,0.0806,0.041,2.38,"13_14"
"3178","Miss Fortune","Marksman","SUPPORT","D",35.09,"-2.91",0.4451,0.1097,0.0108,0.0447,1.85,"13_14"
"3179","Mordekaiser","Fighter","TOP","B",45.34,"-7.35",0.4785,0.8523,0.0319,0.0132,1.77,"13_14"
"3180","Morgana","Mage","SUPPORT","B",46.68,"0.31",0.4792,0.9082,0.0369,0.0794,2.3,"13_14"
"3181","Naafiri","Assassin","MID","God",74.74,"999NEW",0.5071,0.5068,0.0647,0.5067,2.1,"13_14"
"3182","Naafiri","Assassin","TOP","A",49.36,"999NEW",0.5027,0.1153,0.0157,0.5067,1.83,"13_14"
"3183","Naafiri","Assassin","JUNGLE","A",48.56,"999NEW",0.4446,0.3496,0.0507,0.5067,2.25,"13_14"
"3184","Nami","Support","SUPPORT","D",38.59,"-6.87",0.4502,0.9925,0.0107,0.0015,2.59,"13_14"
"3185","Nasus","Fighter","TOP","B",48.08,"-6.57",0.4956,0.8505,0.031,0.0193,1.8,"13_14"
"3186","Nautilus","Tank","SUPPORT","God",80.19,"5.36",0.5162,0.9796,0.1816,0.1884,2.28,"13_14"
"3187","Neeko","Mage","MID","S",57.8,"-1.75",0.5257,0.5365,0.0401,0.1944,2.59,"13_14"
"3188","Neeko","Mage","SUPPORT","B",47.86,"-1.3",0.5021,0.3429,0.0266,0.1944,1.97,"13_14"
"3189","Nidalee","Assassin","JUNGLE","God",88.57,"12.25",0.5381,0.9641,0.1202,0.2662,3.5,"13_14"
"3190","Nilah","Marksman","ADC","B",44.94,"-1.64",0.5125,0.9808,0.0213,0.0225,2.35,"13_14"
"3191","Nocturne","Assassin","JUNGLE","B",46.21,"-3.65",0.5012,0.8797,0.0321,0.0167,2.65,"13_14"
"3192","Nunu","Tank","JUNGLE","A",49.12,"0.38",0.5036,0.8066,0.0311,0.009,3.27,"13_14"
"3193","Nunu","Tank","MID","D",36.56,"-4.95",0.4733,0.1482,0.006,0.0094,2.63,"13_14"
"3194","Olaf","Fighter","TOP","A",51.89,"4.38",0.5281,0.9093,0.0239,0.0252,1.77,"13_14"
"3195","Orianna","Mage","MID","S",55.41,"2.6",0.5318,0.9553,0.0342,0.0022,2.8,"13_14"
"3196","Ornn","Tank","TOP","S",56.92,"-1.6",0.5163,0.9354,0.0389,0.0046,2.63,"13_14"
"3197","Pantheon","Fighter","TOP","B",45.49,"-0.95",0.4875,0.3138,0.0179,0.0197,2.01,"13_14"
"3198","Pantheon","Fighter","MID","B",45.12,"-2.63",0.5019,0.3921,0.0256,0.0206,2.21,"13_14"
"3199","Pantheon","Fighter","SUPPORT","D",39.07,"-1.85",0.4662,0.2449,0.0175,0.0206,1.76,"13_14"
"3200","Poppy","Tank","TOP","S",60.65,"-0.59",0.5403,0.409,0.0433,0.0821,2.29,"13_14"
"3201","Poppy","Tank","JUNGLE","S",55.86,"1.84",0.5266,0.5263,0.0427,0.0769,3.07,"13_14"
"3202","Pyke","Support","SUPPORT","S",61.02,"5.88",0.5032,0.9626,0.1013,0.0933,2.21,"13_14"
"3203","Qiyana","Assassin","MID","B",46.9,"-1.72",0.502,0.8699,0.0307,0.0106,2.29,"13_14"
"3204","Quinn","Marksman","TOP","A",51.68,"-0.55",0.5238,0.8818,0.0231,0.036,1.88,"13_14"
"3205","Rakan","Support","SUPPORT","God",82.48,"13.72",0.5239,0.9952,0.1866,0.1093,2.92,"13_14"
"3206","Rammus","Tank","JUNGLE","A",50.63,"4.73",0.5279,0.8095,0.017,0.026,3.26,"13_14"
"3207","Rammus","Tank","TOP","C",39.95,"0.39",0.4762,0.1145,0.0022,0.0227,1.83,"13_14"
"3208","Rek'Sai","Fighter","JUNGLE","God",67.66,"-3.28",0.5391,0.9632,0.0591,0.3493,2.94,"13_14"
"3209","Rell","Tank","SUPPORT","God",81.12,"1.99",0.5263,0.921,0.1198,0.3562,2.8,"13_14"
"3210","Renata Glasc","Support","SUPPORT","B",47.68,"2",0.5093,0.9864,0.0094,0.0019,2.56,"13_14"
"3211","Renekton","Fighter","TOP","God",72.36,"-10.71",0.5309,0.874,0.1151,0.1073,2.04,"13_14"
"3212","Renekton","Fighter","MID","B",47.56,"0.69",0.5339,0.1123,0.0137,0.108,2.21,"13_14"
"3213","Rengar","Assassin","TOP","S",54.51,"-1.91",0.5307,0.5126,0.0266,0.0479,2.07,"13_14"
"3214","Rengar","Assassin","JUNGLE","C",42.96,"-1.92",0.4981,0.4541,0.0201,0.0479,2.62,"13_14"
"3215","Riven","Fighter","TOP","A",49.37,"5.48",0.5059,0.8972,0.0281,0.0028,1.85,"13_14"
"3216","Rumble","Fighter","TOP","S",59.42,"-6.28",0.5065,0.6907,0.0618,0.1152,2.18,"13_14"
"3217","Rumble","Fighter","MID","A",49.41,"-0.63",0.5326,0.1801,0.014,0.0903,2.62,"13_14"
"3218","Rumble","Fighter","JUNGLE","C",42.71,"-2.64",0.4991,0.1208,0.0094,0.0903,3.04,"13_14"
"3219","Ryze","Mage","TOP","B",45.66,"5.08",0.505,0.3049,0.0062,0.0022,1.91,"13_14"
"3220","Ryze","Mage","MID","C",40.44,"-3.09",0.494,0.6752,0.013,0.0022,2.29,"13_14"
"3221","Samira","Marksman","ADC","God",61.29,"1.62",0.4976,0.9825,0.1691,0.3145,2.29,"13_14"
"3222","Sejuani","Tank","JUNGLE","S",53.94,"-0.75",0.5047,0.8714,0.0466,0.0047,3.54,"13_14"
"3223","Sejuani","Tank","TOP","A",49.53,"5.36",0.5108,0.1028,0.0055,0.0044,2.52,"13_14"
"3224","Senna","Marksman","SUPPORT","B",46.85,"1.09",0.4898,0.929,0.0289,0.0042,2.37,"13_14"
"3225","Seraphine","Mage","ADC","B",47.52,"-0.4",0.5176,0.1062,0.0027,0.0013,3.06,"13_14"
"3226","Seraphine","Mage","SUPPORT","B",45.35,"-1.13",0.4815,0.8478,0.0247,0.0015,2.49,"13_14"
"3227","Sett","Fighter","TOP","S",54.93,"-3.42",0.5151,0.6859,0.0569,0.0131,1.61,"13_14"
"3228","Sett","Fighter","MID","C",39.44,"-9.97",0.5059,0.1249,0.009,0.0138,1.89,"13_14"
"3229","Sett","Fighter","SUPPORT","D",38.6,"-0.94",0.4678,0.1839,0.0079,0.0124,1.97,"13_14"
"3230","Shaco","Assassin","JUNGLE","S",58.02,"6.57",0.5159,0.6973,0.0547,0.1898,2.87,"13_14"
"3231","Shaco","Assassin","SUPPORT","A",50.08,"-1.71",0.5106,0.243,0.0205,0.1898,2.47,"13_14"
"3232","Shen","Tank","TOP","A",52.94,"-4.82",0.5016,0.8287,0.02,0.0014,2.98,"13_14"
"3233","Shen","Tank","SUPPORT","D",38.06,"-3.58",0.4573,0.136,0.0031,0.0015,2.46,"13_14"
"3234","Shyvana","Fighter","JUNGLE","A",52.97,"10.99",0.5234,0.546,0.0427,0.0382,2.65,"13_14"
"3235","Shyvana","Fighter","TOP","B",45.95,"3.68",0.4928,0.4603,0.0363,0.0387,1.24,"13_14"
"3236","Singed","Tank","TOP","A",52.57,"6.82",0.5289,0.6511,0.0126,0.0024,2.3,"13_14"
"3237","Singed","Tank","MID","A",49.09,"-4.45",0.5315,0.2719,0.007,0.0025,3.09,"13_14"
"3238","Sion","Tank","TOP","B",47.02,"-6.53",0.487,0.7842,0.028,0.0026,1.99,"13_14"
"3239","Sion","Tank","MID","D",36.28,"-3.45",0.493,0.1064,0.0038,0.0029,2.01,"13_14"
"3240","Sivir","Marksman","ADC","B",46.35,"4.73",0.5143,0.977,0.0253,0.0047,2.52,"13_14"
"3241","Skarner","Fighter","TOP","B",47.57,"8.75",0.4956,0.3065,0.0019,9e-04,2.75,"13_14"
"3242","Skarner","Fighter","JUNGLE","B",44.43,"2.57",0.521,0.6232,0.0042,0.001,2.82,"13_14"
"3243","Skarner","Fighter","MID","C",44.06,"999NEW",0.5121,0.181,8e-04,9e-04,3.1,"13_14"
"3244","Sona","Support","SUPPORT","B",48.47,"2.14",0.5108,0.9675,0.0119,3e-04,2.61,"13_14"
"3245","Soraka","Support","SUPPORT","A",50.07,"-3.54",0.4973,0.973,0.0346,0.0022,2.67,"13_14"
"3246","Swain","Mage","SUPPORT","S",53.89,"6.68",0.5386,0.4868,0.0232,0.0086,2.41,"13_14"
"3247","Swain","Mage","ADC","S",53.23,"-3.58",0.5404,0.2021,0.0079,0.0086,3.37,"13_14"
"3248","Swain","Mage","TOP","A",51.66,"8.47",0.5291,0.1028,0.0041,0.0093,2.41,"13_14"
"3249","Swain","Mage","MID","A",51.23,"-1.39",0.5433,0.2199,0.0089,0.0086,3.01,"13_14"
"3250","Sylas","Mage","MID","S",56.9,"0.55",0.4889,0.4679,0.0683,0.1233,2.09,"13_14"
"3251","Sylas","Mage","JUNGLE","A",52.44,"-1.99",0.4911,0.4278,0.0642,0.1233,2.47,"13_14"
"3252","Syndra","Mage","MID","B",48.39,"-1.84",0.5029,0.9061,0.0353,0.0116,2.3,"13_14"
"3253","Tahm Kench","Support","TOP","A",48.83,"3.68",0.5026,0.6561,0.0097,0.0019,2.49,"13_14"
"3254","Tahm Kench","Support","SUPPORT","C",41,"-1.52",0.4785,0.3188,0.004,0.0018,2.31,"13_14"
"3255","Taliyah","Mage","JUNGLE","B",45.55,"1.89",0.5146,0.5444,0.0119,0.0012,2.96,"13_14"
"3256","Taliyah","Mage","MID","C",42.79,"-0.66",0.514,0.3536,0.0076,0.0012,2.38,"13_14"
"3257","Talon","Assassin","MID","God",61.85,"7.92",0.5102,0.795,0.074,0.0485,2.36,"13_14"
"3258","Talon","Assassin","JUNGLE","B",44.84,"-1.29",0.5119,0.2039,0.016,0.0494,2.67,"13_14"
"3259","Taric","Support","SUPPORT","S",53.69,"1.78",0.5363,0.9186,0.0147,0.0016,2.8,"13_14"
"3260","Teemo","Marksman","TOP","A",50.46,"-2.06",0.5159,0.7565,0.0272,0.0388,1.72,"13_14"
"3261","Teemo","Marksman","SUPPORT","D",37.57,"-2.11",0.4704,0.1095,0.0041,0.0412,1.74,"13_14"
"3262","Teemo","Marksman","JUNGLE","D",32.03,"-6.83",0.4743,0.101,0.0048,0.0543,1.96,"13_14"
"3263","Thresh","Support","SUPPORT","God",68.6,"4.04",0.505,0.9895,0.1442,0.0521,2.51,"13_14"
"3264","Tristana","Marksman","MID","A",49.97,"-3.27",0.5052,0.467,0.0432,0.0386,1.94,"13_14"
"3265","Tristana","Marksman","ADC","C",43.35,"-2.16",0.4929,0.483,0.0385,0.0386,2.37,"13_14"
"3266","Trundle","Fighter","TOP","C",43.14,"3.1",0.4988,0.6196,0.0191,0.0037,1.15,"13_14"
"3267","Trundle","Fighter","JUNGLE","C",40.79,"-2.19",0.4999,0.3276,0.0097,0.0037,2.62,"13_14"
"3268","Tryndamere","Fighter","TOP","A",48.75,"5.37",0.5215,0.8119,0.0132,0.0051,1.75,"13_14"
"3269","Tryndamere","Fighter","MID","C",40.72,"-0.09",0.5174,0.1261,0.0018,0.0049,2.17,"13_14"
"3270","Tryndamere","Fighter","JUNGLE","D",17.47,"-9.2",0.4045,0.1058,0.0014,0.0061,1.84,"13_14"
"3271","Twisted Fate","Mage","MID","A",51.83,"3.2",0.5105,0.9543,0.0393,0.0041,2.52,"13_14"
"3272","Twitch","Marksman","ADC","B",44.96,"3.57",0.512,0.6922,0.0133,0.005,2.52,"13_14"
"3273","Twitch","Marksman","SUPPORT","D",34.28,"-1.47",0.4436,0.2193,0.0046,0.0054,1.98,"13_14"
"3274","Udyr","Fighter","JUNGLE","D",37.76,"-4.58",0.4876,0.645,0.0096,0.002,2.47,"13_14"
"3275","Udyr","Fighter","TOP","D",35.57,"-5.94",0.4457,0.3181,0.0048,0.0021,1.85,"13_14"
"3276","Urgot","Fighter","TOP","B",45.24,"0.52",0.4951,0.8255,0.0109,0.001,1.98,"13_14"
"3277","Urgot","Fighter","JUNGLE","C",39.71,"999NEW",0.5048,0.1575,7e-04,0.001,2.62,"13_14"
"3278","Varus","Marksman","ADC","C",42.73,"-2.71",0.4895,0.8364,0.0466,0.0152,2.23,"13_14"
"3279","Vayne","Marksman","ADC","C",42.18,"1.65",0.4984,0.7046,0.0304,0.0177,2.09,"13_14"
"3280","Vayne","Marksman","TOP","C",41.76,"2.81",0.4891,0.2534,0.0103,0.0171,1.49,"13_14"
"3281","Veigar","Mage","ADC","A",50.24,"6.68",0.5492,0.1141,0.0028,0.0052,2.51,"13_14"
"3282","Veigar","Mage","MID","B",45.34,"-1.13",0.5179,0.6344,0.0146,0.0045,2.36,"13_14"
"3283","Veigar","Mage","SUPPORT","D",38.59,"1.76",0.469,0.2394,0.0054,0.0052,2.02,"13_14"
"3284","Vel'Koz","Mage","SUPPORT","B",47.65,"1.44",0.5168,0.7544,0.0116,9e-04,2.15,"13_14"
"3285","Vel'Koz","Mage","MID","B",47.07,"3.52",0.5395,0.2451,0.0029,9e-04,2.63,"13_14"
"3286","Vex","Mage","MID","B",46.59,"-0.61",0.4999,0.9371,0.0303,0.0313,2.28,"13_14"
"3287","Vi","Fighter","JUNGLE","D",38.63,"-1.55",0.4743,0.9568,0.0265,0.0059,2.39,"13_14"
"3288","Viego","Assassin","JUNGLE","God",62.01,"1.32",0.4878,0.9337,0.1159,0.0136,2.6,"13_14"
"3289","Viktor","Mage","MID","A",52.83,"0.08",0.5138,0.9162,0.0468,0.0226,2.12,"13_14"
"3290","Vladimir","Mage","TOP","A",49.56,"10.42",0.5172,0.4539,0.0115,0.0042,2.11,"13_14"
"3291","Vladimir","Mage","MID","D",37.69,"-8.39",0.4704,0.5272,0.0149,0.0042,2.44,"13_14"
"3292","Volibear","Fighter","TOP","A",50.47,"8.11",0.5168,0.7851,0.022,0.0035,1.93,"13_14"
"3293","Volibear","Fighter","JUNGLE","C",39.56,"-2.13",0.497,0.1895,0.0051,0.0035,2.7,"13_14"
"3294","Warwick","Fighter","TOP","A",49.25,"4.54",0.5144,0.5141,0.0202,0.0079,1.82,"13_14"
"3295","Warwick","Fighter","JUNGLE","B",45.94,"-1.87",0.5131,0.5665,0.029,0.0094,2.26,"13_14"
"3296","Wukong","Fighter","TOP","C",41.76,"2.89",0.481,0.2244,0.0043,0.0024,1.97,"13_14"
"3297","Wukong","Fighter","JUNGLE","C",41.36,"1.68",0.4959,0.741,0.0136,0.0023,2.72,"13_14"
"3298","Xayah","Marksman","ADC","S",59.79,"4.86",0.5129,0.9951,0.1684,0.0842,2.55,"13_14"
"3299","Xerath","Mage","SUPPORT","S",58.2,"4.55",0.5203,0.5523,0.0619,0.114,2.37,"13_14"
"3300","Xerath","Mage","MID","S",55.64,"7.62",0.5034,0.4147,0.0414,0.114,3.12,"13_14"
"3301","Xin Zhao","Fighter","JUNGLE","C",42.39,"0.82",0.5093,0.7867,0.0149,0.002,2.33,"13_14"
"3302","Xin Zhao","Fighter","TOP","C",39.83,"2.23",0.485,0.1561,0.0034,0.0022,1.49,"13_14"
"3303","Yasuo","Fighter","MID","God",68.24,"0.86",0.4802,0.7159,0.1115,0.1301,1.73,"13_14"
"3304","Yasuo","Fighter","TOP","B",44.49,"-0.48",0.4853,0.1692,0.0264,0.1301,1.45,"13_14"
"3305","Yone","Assassin","MID","God",67.46,"3.63",0.4866,0.6231,0.1138,0.0617,1.78,"13_14"
"3306","Yone","Assassin","TOP","A",50.63,"-8.45",0.4812,0.3428,0.0626,0.0617,1.52,"13_14"
"3307","Yorick","Fighter","TOP","B",44.74,"-6.22",0.4958,0.9278,0.0195,0.0187,1.54,"13_14"
"3308","Yuumi","Support","SUPPORT","A",49.89,"-7.64",0.4373,0.9817,0.063,0.0373,3.88,"13_14"
"3309","Zac","Tank","TOP","S",59.25,"6.02",0.5431,0.2444,0.017,0.0181,3.01,"13_14"
"3310","Zac","Tank","JUNGLE","S",54.54,"-0.05",0.5185,0.5647,0.0354,0.0185,3.62,"13_14"
"3311","Zac","Tank","SUPPORT","A",48.68,"-1.71",0.5112,0.1512,0.0107,0.0181,2.69,"13_14"
"3312","Zed","Assassin","MID","God",89.32,"13.93",0.5002,0.8921,0.1158,0.3509,2.29,"13_14"
"3313","Zeri","Marksman","ADC","C",42.12,"1.17",0.4895,0.9349,0.0353,0.0053,2.32,"13_14"
"3314","Ziggs","Mage","ADC","B",47.91,"1.29",0.5316,0.5255,0.0077,0.0015,2.55,"13_14"
"3315","Ziggs","Mage","SUPPORT","C",42.15,"3.16",0.4953,0.1767,0.0021,0.0011,1.99,"13_14"
"3316","Ziggs","Mage","MID","C",41.8,"5.07",0.5093,0.3562,0.0046,0.0014,2.52,"13_14"
"3317","Zilean","Support","SUPPORT","B",47.48,"-3.18",0.492,0.844,0.017,0.0027,2.92,"13_14"
"3318","Zilean","Support","MID","C",41.91,"-5.39",0.487,0.1201,0.0031,0.0026,3.42,"13_14"
"3319","Zoe","Mage","MID","A",52.03,"3.45",0.5096,0.875,0.0378,0.0202,2.64,"13_14"
"3320","Zyra","Mage","SUPPORT","S",54.33,"12.85",0.5427,0.9114,0.0275,0.0067,2.18,"13_14"
"3321","Aatrox","Fighter","TOP","God",88.82,"-2.52",0.4844,0.9098,0.1499,0.251,1.71,"13_15"
"3322","Ahri","Mage","MID","God",64.48,"-2.37",0.5019,0.96,0.0898,0.0279,2.64,"13_15"
"3323","Akali","Assassin","MID","A",49.76,"-0.57",0.4882,0.7541,0.0471,0.0237,2.34,"13_15"
"3324","Akali","Assassin","TOP","B",43.58,"-0.9",0.4917,0.2355,0.0155,0.022,2.07,"13_15"
"3325","Akshan","Marksman","MID","A",48.33,"-2.84",0.5048,0.7667,0.034,0.0586,2.09,"13_15"
"3326","Akshan","Marksman","TOP","C",39.68,"-9.04",0.4878,0.1811,0.008,0.0607,1.84,"13_15"
"3327","Alistar","Tank","SUPPORT","God",69.92,"5.13",0.5234,0.9723,0.1134,0.074,2.57,"13_15"
"3328","Amumu","Tank","SUPPORT","B",47.3,"0.26",0.5167,0.5346,0.0139,0.0032,2.08,"13_15"
"3329","Amumu","Tank","JUNGLE","D",37.95,"-6.48",0.4738,0.5165,0.0193,0.0039,2.52,"13_15"
"3330","Anivia","Mage","MID","B",46.51,"-4.46",0.4967,0.7662,0.0217,0.0147,2.74,"13_15"
"3331","Anivia","Mage","SUPPORT","D",34.56,"-0.63",0.4525,0.1752,0.0039,0.015,2.04,"13_15"
"3332","Annie","Mage","SUPPORT","B",47.82,"4.3",0.5252,0.2113,0.0045,0.0048,2.26,"13_15"
"3333","Annie","Mage","MID","B",43.82,"-4.81",0.4976,0.7628,0.0174,0.0048,2.39,"13_15"
"3334","Aphelios","Marksman","ADC","B",43.28,"-1.1",0.4826,0.9863,0.0882,0.0122,2.01,"13_15"
"3335","Ashe","Marksman","ADC","S",63.88,"7.36",0.5304,0.9067,0.1354,0.113,2.53,"13_15"
"3336","Aurelion Sol","Mage","MID","B",46.11,"-3.77",0.5013,0.8849,0.0182,0.0028,2.7,"13_15"
"3337","Azir","Mage","MID","A",52.21,"-1.17",0.4821,0.916,0.0636,0.0217,2.17,"13_15"
"3338","Bard","Support","SUPPORT","S",53.99,"6.57",0.5258,0.9699,0.0219,0.0014,3.02,"13_15"
"3339","Bel'Veth","Fighter","SUPPORT","A",49.99,"6.52",0.534,0.1567,0.0063,0.0132,2.35,"13_15"
"3340","Bel'Veth","Fighter","JUNGLE","B",44.77,"-1.1",0.4994,0.7431,0.0255,0.013,2.73,"13_15"
"3341","Blitzcrank","Tank","SUPPORT","God",91.13,"-0.33",0.4999,0.9828,0.1408,0.4703,2.3,"13_15"
"3342","Brand","Mage","SUPPORT","B",45,"2.77",0.5071,0.7404,0.017,0.005,1.76,"13_15"
"3343","Brand","Mage","MID","D",32,"-2.99",0.4577,0.1671,0.0037,0.0047,2.02,"13_15"
