"","Name","Class","Role","Tier","Score","Trend","Win..","Role..","Pick..","Ban..","KDA","Patch"
"2878","Jarvan IV","Tank","JUNGLE","S",58.04,"1.17",0.5178,0.922,0.0503,0.0105,3.3,"13_13"
"2879","Jax","Fighter","TOP","God",88.88,"-4.13",0.5003,0.8876,0.1042,0.1689,1.65,"13_13"
"2880","Jayce","Fighter","TOP","S",61.87,"-4.21",0.485,0.7426,0.0634,0.0737,1.69,"13_13"
"2881","Jayce","Fighter","MID","B",47.02,"-5.11",0.4982,0.2853,0.0291,0.0774,2.06,"13_13"
"2882","Jhin","Marksman","ADC","A",51.53,"-7.56",0.495,0.9498,0.0825,0.0113,2.88,"13_13"
"2883","Jinx","Marksman","ADC","B",45.36,"1.32",0.4913,0.9805,0.0569,0.0079,2.28,"13_13"
"2884","K'Sante","Fighter","TOP","God",69.62,"-8.07",0.4519,0.8387,0.0936,0.0593,1.83,"13_13"
"2885","K'Sante","Fighter","MID","D",38.83,"-0.68",0.4671,0.1466,0.0164,0.0562,2.02,"13_13"
"2886","Kai'Sa","Marksman","ADC","God",90.35,"15.97",0.5076,0.958,0.3688,0.1565,2.59,"13_13"
"2887","Kalista","Marksman","ADC","D",38.88,"-0.76",0.4762,0.8348,0.0257,0.0061,2.11,"13_13"
"2888","Kalista","Marksman","TOP","D",27.14,"0.39",0.4538,0.1161,0.0031,0.0059,1.31,"13_13"
"2889","Karma","Mage","SUPPORT","A",47.73,"-5.9",0.4634,0.9242,0.0607,0.0198,2.41,"13_13"
"2890","Karthus","Mage","JUNGLE","A",53.1,"-1.99",0.5174,0.82,0.0401,0.1061,2.45,"13_13"
"2891","Kassadin","Assassin","MID","C",41.75,"-5.47",0.4817,0.9232,0.0088,0.0035,2.49,"13_13"
"2892","Katarina","Assassin","MID","S",55.44,"5.23",0.5087,0.9599,0.0552,0.0478,2.37,"13_13"
"2893","Kayle","Fighter","TOP","A",53.25,"-2.45",0.5202,0.9271,0.0301,0.0288,1.81,"13_13"
"2894","Kayn","Fighter","JUNGLE","A",51.24,"-1.14",0.4952,0.9473,0.0571,0.0181,2.42,"13_13"
"2895","Kennen","Mage","TOP","A",48.14,"-5.45",0.4923,0.8629,0.0286,0.0463,1.83,"13_13"
"2896","Kennen","Mage","MID","B",44.49,"-1.6",0.5111,0.1075,0.0032,0.0338,2.28,"13_13"
"2897","Kha'Zix","Assassin","JUNGLE","A",53.4,"-11.25",0.4781,0.9862,0.0752,0.0923,2.55,"13_13"
"2898","Kindred","Marksman","JUNGLE","S",59.23,"-23.38",0.5135,0.958,0.073,0.1296,2.34,"13_13"
"2899","Kled","Fighter","MID","A",48.93,"0.61",0.5322,0.1039,0.0017,0.0043,2.55,"13_13"
"2900","Kled","Fighter","TOP","B",46.78,"-3.94",0.514,0.8701,0.0131,0.0042,2.17,"13_13"
"2901","Kog'Maw","Marksman","ADC","C",40.51,"0.88",0.496,0.8287,0.0107,0.0066,2.15,"13_13"
"2902","LeBlanc","Assassin","MID","God",94.27,"1.95",0.5124,0.895,0.1102,0.511,2.8,"13_13"
"2903","Lee Sin","Fighter","JUNGLE","God",92.35,"2.97",0.4865,0.9427,0.2246,0.1668,2.86,"13_13"
"2904","Leona","Tank","SUPPORT","S",55.17,"-0.69",0.5082,0.9884,0.0665,0.0365,2.32,"13_13"
"2905","Lillia","Fighter","JUNGLE","A",47.82,"6.76",0.5033,0.8646,0.0229,0.0041,2.83,"13_13"
"2906","Lillia","Fighter","TOP","C",42.02,"11.98",0.517,0.1128,0.0031,0.0041,1.96,"13_13"
"2907","Lissandra","Mage","MID","A",48.09,"0.97",0.5014,0.9252,0.0248,0.0051,2.46,"13_13"
"2908","Lucian","Marksman","ADC","A",48.59,"-11.76",0.4904,0.9041,0.0831,0.0515,2.31,"13_13"
"2909","Lulu","Support","SUPPORT","A",50.07,"0.49",0.4782,0.9581,0.0539,0.0129,2.75,"13_13"
"2910","Lux","Mage","SUPPORT","S",57.27,"-1.29",0.4929,0.7204,0.0921,0.0633,2.16,"13_13"
"2911","Lux","Mage","MID","A",50.62,"4.68",0.5074,0.2518,0.0251,0.0633,2.68,"13_13"
"2912","Malphite","Tank","TOP","God",69.25,"-3.22",0.5053,0.7485,0.0599,0.12,2.41,"13_13"
"2913","Malphite","Tank","MID","A",50.25,"3.94",0.5255,0.1477,0.0127,0.1259,2.52,"13_13"
"2914","Malzahar","Mage","MID","B",46.33,"2.24",0.5053,0.8143,0.0168,0.0072,2.3,"13_13"
"2915","Malzahar","Mage","TOP","C",41.28,"4.63",0.5141,0.1259,0.0027,0.0074,1.95,"13_13"
"2916","Maokai","Tank","TOP","S",59.23,"8.99",0.5517,0.2164,0.0219,0.0193,2.53,"13_13"
"2917","Maokai","Tank","JUNGLE","S",56.34,"-3.64",0.5075,0.5892,0.0571,0.0184,3.04,"13_13"
"2918","Maokai","Tank","SUPPORT","A",51.93,"5.79",0.5382,0.2058,0.0162,0.0193,2.31,"13_13"
"2919","Master Yi","Assassin","JUNGLE","S",54.96,"-1.68",0.5085,0.8815,0.0636,0.0689,2.16,"13_13"
"2920","Milio","Support","SUPPORT","God",63.8,"-14.64",0.5068,0.9955,0.0838,0.1847,3.37,"13_13"
"2921","Miss Fortune","Marksman","ADC","S",54.78,"3.17",0.5084,0.8702,0.111,0.0449,2.38,"13_13"
"2922","Miss Fortune","Marksman","SUPPORT","D",38,"3.17",0.4578,0.1078,0.0137,0.0449,1.87,"13_13"
"2923","Mordekaiser","Fighter","TOP","A",52.69,"1.24",0.5099,0.8572,0.0336,0.0184,1.78,"13_13"
"2924","Morgana","Mage","SUPPORT","B",46.38,"3.22",0.4763,0.8583,0.0392,0.0779,2.26,"13_13"
"2925","Nami","Support","SUPPORT","B",45.46,"-0.73",0.4855,0.9884,0.0178,0.0021,2.66,"13_13"
"2926","Nasus","Fighter","TOP","S",54.65,"-1.21",0.5049,0.8438,0.0399,0.0268,1.8,"13_13"
"2927","Nautilus","Tank","SUPPORT","God",74.83,"2",0.5054,0.9647,0.1697,0.1898,2.21,"13_13"
"2928","Neeko","Mage","MID","S",59.55,"-17.75",0.5187,0.5386,0.0442,0.348,2.46,"13_13"
"2929","Neeko","Mage","SUPPORT","A",49.16,"-3.44",0.5023,0.3425,0.0281,0.3512,1.96,"13_13"
"2930","Nidalee","Assassin","JUNGLE","God",76.32,"2.85",0.5054,0.9529,0.1095,0.2646,3.17,"13_13"
"2931","Nilah","Marksman","ADC","B",46.58,"2.87",0.5204,0.9687,0.0238,0.0222,2.34,"13_13"
"2932","Nocturne","Assassin","JUNGLE","A",49.86,"-1.05",0.5044,0.9033,0.0362,0.0263,2.62,"13_13"
"2933","Nunu","Tank","JUNGLE","A",48.74,"3.58",0.4959,0.7937,0.031,0.0093,2.97,"13_13"
"2934","Nunu","Tank","MID","C",41.51,"5.72",0.4858,0.1212,0.0046,0.0082,2.48,"13_13"
"2935","Olaf","Fighter","TOP","B",47.51,"-1.6",0.5062,0.8797,0.0235,0.0215,1.73,"13_13"
"2936","Orianna","Mage","MID","A",52.81,"-0.96",0.5057,0.9436,0.0384,0.0025,2.74,"13_13"
"2937","Ornn","Tank","TOP","S",58.52,"-2.98",0.5084,0.9215,0.0406,0.0071,2.42,"13_13"
"2938","Pantheon","Fighter","MID","A",47.75,"-2.78",0.5025,0.4156,0.0283,0.0229,2.18,"13_13"
"2939","Pantheon","Fighter","TOP","B",46.44,"4.11",0.5036,0.2716,0.0192,0.0229,1.96,"13_13"
"2940","Pantheon","Fighter","SUPPORT","C",40.91,"4.08",0.4768,0.2301,0.017,0.0229,1.77,"13_13"
"2941","Poppy","Tank","TOP","S",61.23,"3.86",0.5343,0.3685,0.0339,0.0739,2.35,"13_13"
"2942","Poppy","Tank","JUNGLE","S",54.03,"-0.27",0.5034,0.5567,0.0465,0.0739,3.01,"13_13"
"2943","Pyke","Support","SUPPORT","S",55.14,"-1.77",0.485,0.949,0.0863,0.1052,2.16,"13_13"
"2944","Qiyana","Assassin","MID","A",48.62,"-2.39",0.5081,0.8182,0.0293,0.0112,2.15,"13_13"
"2945","Qiyana","Assassin","JUNGLE","D",38.82,"2.92",0.4817,0.1295,0.0042,0.0121,2.53,"13_13"
"2946","Quinn","Marksman","TOP","A",52.23,"3.36",0.507,0.8449,0.0318,0.032,1.91,"13_13"
"2947","Rakan","Support","SUPPORT","God",68.76,"0.68",0.5105,0.9914,0.1365,0.0547,2.85,"13_13"
"2948","Rammus","Tank","JUNGLE","B",45.89,"-6.19",0.4916,0.8347,0.0197,0.0336,2.98,"13_13"
"2949","Rammus","Tank","TOP","D",39.56,"999NEW",0.5062,0.1067,0.0022,0.0337,1.92,"13_13"
"2950","Rek'Sai","Fighter","JUNGLE","God",70.94,"-20.5",0.529,0.9687,0.061,0.4482,2.88,"13_13"
"2951","Rell","Tank","SUPPORT","God",79.13,"12.69",0.5562,0.9041,0.1109,0.27,2.95,"13_13"
"2952","Renata Glasc","Support","SUPPORT","B",45.68,"1.23",0.4969,0.9865,0.0104,0.0021,2.55,"13_13"
"2953","Renekton","Fighter","TOP","God",83.07,"1.07",0.4894,0.8782,0.1072,0.0781,1.81,"13_13"
"2954","Renekton","Fighter","MID","B",46.87,"-0.52",0.518,0.1139,0.0128,0.0783,2.09,"13_13"
"2955","Rengar","Assassin","TOP","S",56.43,"1.23",0.5224,0.5023,0.0309,0.0685,2.13,"13_13"
"2956","Rengar","Assassin","JUNGLE","B",44.88,"-3.68",0.4901,0.4658,0.0263,0.0652,2.5,"13_13"
"2957","Riven","Fighter","MID","B",46.31,"999NEW",0.5264,0.1137,0.0026,0.0025,2.17,"13_13"
"2958","Riven","Fighter","TOP","B",43.89,"1.3",0.4871,0.847,0.0238,0.0024,1.72,"13_13"
"2959","Rumble","Fighter","TOP","God",65.71,"5.28",0.5135,0.6904,0.0543,0.0712,2.16,"13_13"
"2960","Rumble","Fighter","MID","A",50.04,"4.8",0.5248,0.171,0.0122,0.07,2.56,"13_13"
"2961","Rumble","Fighter","JUNGLE","B",45.35,"2.71",0.4992,0.129,0.0095,0.07,2.98,"13_13"
"2962","Ryze","Mage","MID","C",43.52,"0.06",0.49,0.639,0.0162,0.0026,2.26,"13_13"
"2963","Ryze","Mage","TOP","C",40.57,"-3.17",0.4982,0.3395,0.0088,0.0026,1.88,"13_13"
"2964","Samira","Marksman","ADC","S",59.66,"-4.07",0.4851,0.9839,0.1402,0.2982,2.29,"13_13"
"2965","Sejuani","Tank","JUNGLE","S",54.7,"1.15",0.5017,0.8511,0.0432,0.005,3.52,"13_13"
"2966","Sejuani","Tank","TOP","B",44.17,"5.42",0.5092,0.1119,0.0055,0.0044,2.42,"13_13"
"2967","Senna","Marksman","SUPPORT","B",45.75,"-2.95",0.4812,0.9013,0.0318,0.0048,2.34,"13_13"
"2968","Seraphine","Mage","ADC","A",47.92,"999NEW",0.5281,0.1084,0.0032,0.0022,2.85,"13_13"
"2969","Seraphine","Mage","SUPPORT","B",46.48,"-1.12",0.4859,0.8165,0.03,0.0025,2.43,"13_13"
"2970","Sett","Fighter","TOP","S",58.35,"-0.19",0.5063,0.6737,0.0505,0.0161,1.63,"13_13"
"2971","Sett","Fighter","MID","A",49.41,"0.93",0.5434,0.1361,0.0085,0.0149,1.97,"13_13"
"2972","Sett","Fighter","SUPPORT","D",39.54,"-1.28",0.4757,0.164,0.0075,0.0161,1.83,"13_13"
"2973","Shaco","Assassin","SUPPORT","A",51.79,"3.36",0.523,0.2548,0.0212,0.2053,2.47,"13_13"
"2974","Shaco","Assassin","JUNGLE","A",51.46,"-7.3",0.4802,0.6731,0.0511,0.1883,2.74,"13_13"
"2975","Shen","Tank","TOP","S",57.76,"1.42",0.5233,0.8189,0.0231,0.0021,3.13,"13_13"
"2976","Shen","Tank","SUPPORT","C",41.65,"3.78",0.4755,0.1169,0.0028,0.0021,2.63,"13_13"
"2977","Shyvana","Fighter","TOP","C",42.28,"7.42",0.5201,0.1962,0.0024,0.0015,1.96,"13_13"
"2978","Shyvana","Fighter","JUNGLE","C",41.98,"4.44",0.4965,0.7155,0.0089,0.0015,2.43,"13_13"
"2979","Singed","Tank","MID","A",53.54,"1.04",0.5422,0.2216,0.0056,0.003,3.02,"13_13"
"2980","Singed","Tank","TOP","B",45.75,"-1.89",0.5073,0.6415,0.014,0.0031,2.13,"13_13"
"2981","Sion","Tank","TOP","A",53.55,"3.25",0.5013,0.7598,0.0378,0.0051,1.96,"13_13"
"2982","Sion","Tank","MID","D",39.73,"-7.66",0.4866,0.1072,0.0051,0.0049,2.05,"13_13"
"2983","Sivir","Marksman","ADC","C",41.62,"0.9",0.4856,0.9605,0.027,0.0073,2.36,"13_13"
"2984","Skarner","Fighter","JUNGLE","C",41.86,"-1.11",0.4922,0.7138,0.0054,0.0014,2.72,"13_13"
"2985","Skarner","Fighter","TOP","D",38.82,"3.11",0.4902,0.2013,0.0016,0.0014,2.36,"13_13"
"2986","Sona","Support","SUPPORT","B",46.33,"-0.4",0.4949,0.9677,0.0153,6e-04,2.62,"13_13"
"2987","Soraka","Support","SUPPORT","S",53.61,"-1.14",0.5121,0.962,0.0445,0.0036,2.72,"13_13"
"2988","Swain","Mage","ADC","S",56.82,"6.65",0.5728,0.1118,0.0044,0.0078,3.25,"13_13"
"2989","Swain","Mage","MID","A",52.62,"0.82",0.5364,0.2193,0.0088,0.007,2.88,"13_13"
"2990","Swain","Mage","SUPPORT","B",47.21,"-3.06",0.4989,0.5472,0.0236,0.0077,2.34,"13_13"
"2991","Swain","Mage","TOP","C",43.2,"0.25",0.5096,0.1287,0.0053,0.0078,2.24,"13_13"
"2992","Sylas","Mage","MID","S",56.35,"4.22",0.4968,0.4688,0.0672,0.1371,2.13,"13_13"
"2993","Sylas","Mage","JUNGLE","S",54.43,"-3.43",0.4879,0.4432,0.0688,0.1437,2.45,"13_13"
"2994","Syndra","Mage","MID","A",50.23,"2.16",0.5059,0.9009,0.0366,0.0137,2.25,"13_13"
"2995","Tahm Kench","Support","TOP","B",45.15,"2.22",0.5029,0.5982,0.0105,0.0027,2.43,"13_13"
"2996","Tahm Kench","Support","SUPPORT","C",42.52,"0.35",0.4882,0.3278,0.0049,0.0027,2.26,"13_13"
"2997","Taliyah","Mage","JUNGLE","B",43.66,"4.62",0.4959,0.4847,0.0092,0.001,2.8,"13_13"
"2998","Taliyah","Mage","MID","C",43.45,"2.2",0.5016,0.399,0.0072,0.001,2.23,"13_13"
"2999","Talon","Assassin","MID","S",53.93,"-4.12",0.499,0.7524,0.0581,0.0519,2.24,"13_13"
"3000","Talon","Assassin","JUNGLE","B",46.13,"5.98",0.5029,0.2492,0.0182,0.0519,2.64,"13_13"
"3001","Taric","Support","SUPPORT","A",51.91,"0.57",0.534,0.8893,0.0121,0.0013,2.66,"13_13"
"3002","Teemo","Marksman","TOP","A",52.52,"-4.08",0.4989,0.7356,0.0375,0.0537,1.64,"13_13"
"3003","Teemo","Marksman","SUPPORT","D",39.68,"999NEW",0.479,0.1004,0.0064,0.0643,1.76,"13_13"
"3004","Teemo","Marksman","JUNGLE","D",38.86,"6.58",0.4886,0.1013,0.007,0.0596,2.12,"13_13"
"3005","Thresh","Support","SUPPORT","God",64.56,"2.21",0.5042,0.9835,0.1263,0.0546,2.45,"13_13"
"3006","Tristana","Marksman","MID","A",53.24,"8.17",0.5125,0.4582,0.0506,0.0375,1.93,"13_13"
"3007","Tristana","Marksman","ADC","B",45.51,"0.91",0.5011,0.4935,0.0415,0.0375,2.31,"13_13"
"3008","Trundle","Fighter","JUNGLE","C",42.97,"-1.82",0.495,0.5232,0.0119,0.0019,2.58,"13_13"
"3009","Trundle","Fighter","TOP","C",40.04,"5.49",0.5104,0.4297,0.0091,0.0022,1.36,"13_13"
"3010","Tryndamere","Fighter","TOP","C",43.38,"2.93",0.5037,0.7507,0.0152,0.0067,1.73,"13_13"
"3011","Tryndamere","Fighter","MID","C",40.81,"-2.7",0.495,0.162,0.0033,0.0067,2.07,"13_13"
"3012","Tryndamere","Fighter","JUNGLE","D",26.67,"-0.05",0.4327,0.1105,0.0019,0.0072,1.95,"13_13"
"3013","Twisted Fate","Mage","MID","A",48.63,"-3.92",0.4837,0.9315,0.0462,0.0054,2.28,"13_13"
"3014","Twitch","Marksman","ADC","C",41.4,"0",0.491,0.6612,0.0153,0.0081,2.4,"13_13"
"3015","Twitch","Marksman","SUPPORT","D",35.75,"-1.88",0.4494,0.2034,0.0051,0.0085,1.98,"13_13"
"3016","Twitch","Marksman","JUNGLE","D",29.72,"4.37",0.4404,0.1412,0.0033,0.0093,2.24,"13_13"
"3017","Udyr","Fighter","JUNGLE","C",42.34,"-2.25",0.4954,0.6761,0.011,0.0025,2.46,"13_13"
"3018","Udyr","Fighter","TOP","C",41.51,"4.12",0.5095,0.2841,0.0052,0.0025,1.96,"13_13"
"3019","Urgot","Fighter","TOP","B",44.72,"2.84",0.5091,0.8705,0.0131,0.0018,1.96,"13_13"
"3020","Varus","Marksman","ADC","B",45.45,"-1.49",0.4895,0.6715,0.0597,0.0576,2.23,"13_13"
"3021","Varus","Marksman","TOP","D",39.28,"-16.16",0.4606,0.2675,0.0248,0.0607,1.54,"13_13"
"3022","Vayne","Marksman","ADC","C",40.54,"4.44",0.483,0.694,0.0332,0.022,2.05,"13_13"
"3023","Vayne","Marksman","TOP","D",38.95,"1.07",0.4907,0.2592,0.0131,0.022,1.48,"13_13"
"3024","Veigar","Mage","MID","B",46.47,"-0.82",0.5053,0.6179,0.0191,0.0073,2.22,"13_13"
"3025","Veigar","Mage","ADC","B",43.56,"0.2",0.5131,0.1199,0.0034,0.0079,2.41,"13_13"
"3026","Veigar","Mage","SUPPORT","D",36.83,"-5.6",0.4579,0.2016,0.0065,0.008,1.87,"13_13"
"3027","Vel'Koz","Mage","SUPPORT","B",46.21,"0.59",0.5102,0.7297,0.0116,0.0013,2.09,"13_13"
"3028","Vel'Koz","Mage","MID","B",43.54,"-0.55",0.4985,0.2239,0.0035,0.0012,2.51,"13_13"
"3029","Vex","Mage","MID","B",47.2,"-4.88",0.4887,0.9372,0.0354,0.0377,2.22,"13_13"
"3030","Vi","Fighter","JUNGLE","C",40.18,"-15.63",0.4645,0.9596,0.0327,0.0098,2.3,"13_13"
"3031","Viego","Assassin","JUNGLE","S",60.7,"1.55",0.4883,0.9305,0.1098,0.0143,2.53,"13_13"
"3032","Viktor","Mage","MID","A",52.75,"-0.19",0.4976,0.916,0.0555,0.0242,2.23,"13_13"
"3033","Vladimir","Mage","MID","B",46.07,"0.82",0.5048,0.5446,0.0153,0.0058,2.32,"13_13"
"3034","Vladimir","Mage","TOP","D",39.14,"-3.62",0.4786,0.4544,0.012,0.0062,2.01,"13_13"
"3035","Volibear","Fighter","TOP","C",42.35,"1.8",0.4969,0.6471,0.0154,0.0027,1.75,"13_13"
"3036","Volibear","Fighter","JUNGLE","C",41.69,"1.36",0.4899,0.3186,0.0056,0.0023,2.76,"13_13"
"3037","Warwick","Fighter","JUNGLE","A",47.81,"-2.09",0.5064,0.5882,0.0327,0.0127,2.28,"13_13"
"3038","Warwick","Fighter","TOP","B",44.71,"1.24",0.5051,0.3844,0.0168,0.0127,1.79,"13_13"
"3039","Wukong","Fighter","JUNGLE","D",39.68,"-3.69",0.4711,0.7784,0.0178,0.0042,2.56,"13_13"
"3040","Wukong","Fighter","TOP","D",38.87,"0.27",0.4955,0.1757,0.0042,0.0042,2.01,"13_13"
"3041","Xayah","Marksman","ADC","S",54.93,"-2.93",0.5099,0.9853,0.1102,0.0418,2.39,"13_13"
"3042","Xerath","Mage","SUPPORT","S",53.65,"1.97",0.5086,0.697,0.0518,0.0808,2.34,"13_13"
"3043","Xerath","Mage","MID","A",48.02,"1.88",0.4992,0.2522,0.0153,0.0808,2.87,"13_13"
"3044","Xin Zhao","Fighter","JUNGLE","C",41.57,"1.84",0.488,0.744,0.0188,0.0023,2.26,"13_13"
"3045","Xin Zhao","Fighter","TOP","D",37.6,"1.58",0.5011,0.1869,0.005,0.0023,1.52,"13_13"
"3046","Yasuo","Fighter","MID","God",67.38,"4.45",0.4842,0.7189,0.1272,0.1511,1.74,"13_13"
"3047","Yasuo","Fighter","TOP","B",44.97,"-1.41",0.4805,0.1546,0.0277,0.1511,1.43,"13_13"
"3048","Yasuo","Fighter","ADC","C",41.67,"3.02",0.4972,0.1113,0.0194,0.1511,2.07,"13_13"
"3049","Yone","Assassin","MID","God",63.82,"4.4",0.5015,0.6115,0.1084,0.0602,1.89,"13_13"
"3050","Yone","Assassin","TOP","S",59.08,"2.5",0.4867,0.3521,0.0593,0.0602,1.51,"13_13"
"3051","Yorick","Fighter","TOP","A",50.96,"4.42",0.5344,0.8908,0.021,0.0241,1.63,"13_13"
"3052","Yuumi","Support","SUPPORT","S",57.53,"-4.66",0.4633,0.9847,0.0827,0.0724,4.04,"13_13"
"3053","Zac","Tank","JUNGLE","S",54.58,"-0.5",0.5089,0.5871,0.0345,0.0178,3.56,"13_13"
"3054","Zac","Tank","TOP","A",53.23,"-0.36",0.5246,0.2208,0.016,0.0178,2.77,"13_13"
"3055","Zac","Tank","SUPPORT","A",50.39,"4",0.5243,0.1447,0.0095,0.0178,2.75,"13_13"
"3056","Zed","Assassin","MID","God",75.39,"5.49",0.5041,0.8712,0.1093,0.313,2.28,"13_13"
"3057","Zeri","Marksman","ADC","C",40.96,"3.32",0.477,0.8759,0.0379,0.0128,2.25,"13_13"
"3058","Ziggs","Mage","ADC","B",46.63,"2.52",0.5269,0.4668,0.0066,0.001,2.54,"13_13"
"3059","Ziggs","Mage","SUPPORT","D",39,"-4.92",0.475,0.1952,0.0031,9e-04,1.9,"13_13"
"3060","Ziggs","Mage","MID","D",36.72,"-6.13",0.4639,0.3908,0.0061,9e-04,2.17,"13_13"
"3061","Zilean","Support","SUPPORT","A",50.65,"2.54",0.5129,0.7849,0.0169,0.0033,3,"13_13"
"3062","Zilean","Support","MID","B",47.3,"-0.31",0.5007,0.1158,0.0028,0.0033,3.26,"13_13"
"3063","Zoe","Mage","MID","A",48.58,"-1.01",0.4869,0.8721,0.0378,0.0213,2.49,"13_13"
"3064","Zoe","Mage","SUPPORT","B",46.24,"6.66",0.5148,0.1032,0.0043,0.0205,2.2,"13_13"
"3065","Zyra","Mage","SUPPORT","C",41.48,"-7.45",0.4773,0.9091,0.0162,0.0037,1.96,"13_13"
"3066","Aatrox","Fighter","TOP","God",91.34,"28.98",0.5075,0.918,0.1908,0.2713,1.84,"13_14"
"3067","Ahri","Mage","MID","God",66.84,"-4.56",0.4927,0.9564,0.0972,0.0414,2.64,"13_14"
"3068","Akali","Assassin","MID","A",50.33,"2.81",0.4779,0.7634,0.0546,0.0254,2.39,"13_14"
"3069","Akali","Assassin","TOP","B",44.47,"3.23",0.4813,0.2172,0.0152,0.0234,2.1,"13_14"
"3070","Akshan","Marksman","MID","A",51.16,"-1.33",0.5122,0.8084,0.0374,0.0859,2.21,"13_14"
"3071","Akshan","Marksman","TOP","A",48.72,"5.08",0.524,0.156,0.0072,0.0859,1.85,"13_14"
"3072","Alistar","Tank","SUPPORT","God",64.79,"6.75",0.5186,0.9769,0.1028,0.0648,2.57,"13_14"
"3073","Amumu","Tank","SUPPORT","B",47.05,"-1.03",0.5123,0.5458,0.0166,0.0047,1.98,"13_14"
"3074","Amumu","Tank","JUNGLE","B",44.43,"-1.78",0.5084,0.4737,0.0201,0.0052,2.56,"13_14"
"3075","Anivia","Mage","MID","A",50.98,"-2.27",0.5224,0.7987,0.0228,0.0168,2.86,"13_14"
"3076","Anivia","Mage","SUPPORT","D",35.19,"-4.25",0.4479,0.1479,0.0031,0.0172,2.1,"13_14"
"3077","Annie","Mage","MID","A",48.63,"4.04",0.5136,0.8268,0.0272,0.0095,2.44,"13_14"
"3078","Annie","Mage","SUPPORT","C",43.52,"-2.74",0.4942,0.1515,0.0044,0.0095,2.3,"13_14"
"3079","Aphelios","Marksman","ADC","B",44.38,"-4.15",0.4712,0.9859,0.1162,0.0201,1.95,"13_14"
"3080","Ashe","Marksman","ADC","S",56.52,"-8.1",0.5074,0.8682,0.1413,0.1319,2.45,"13_14"
"3081","Ashe","Marksman","SUPPORT","D",39.23,"-2.41",0.4652,0.1113,0.0148,0.1319,1.87,"13_14"
"3082","Aurelion Sol","Mage","MID","A",49.88,"-0.18",0.5226,0.9007,0.0192,0.0044,2.86,"13_14"
"3083","Azir","Mage","MID","S",53.38,"0.82",0.4976,0.9087,0.0569,0.0176,2.21,"13_14"
"3084","Bard","Support","SUPPORT","B",47.41,"-0.73",0.4922,0.9711,0.0176,8e-04,2.87,"13_14"
"3085","Bel'Veth","Fighter","JUNGLE","B",45.88,"-0.67",0.5038,0.7402,0.0295,0.0142,2.61,"13_14"
"3086","Bel'Veth","Fighter","SUPPORT","C",43.46,"999NEW",0.4932,0.1521,0.0065,0.0153,2.24,"13_14"
"3087","Blitzcrank","Tank","SUPPORT","God",91.45,"1.59",0.5085,0.983,0.1478,0.5038,2.37,"13_14"
"3088","Brand","Mage","SUPPORT","C",42.23,"0.59",0.4903,0.7116,0.0152,0.005,1.69,"13_14"
"3089","Brand","Mage","MID","D",34.99,"-8.34",0.486,0.1806,0.0037,0.0051,1.99,"13_14"
"3090","Braum","Support","SUPPORT","A",52.37,"1.05",0.505,0.9953,0.0376,0.0068,2.83,"13_14"
"3091","Caitlyn","Marksman","ADC","D",36.96,"-7.39",0.4596,0.9374,0.0449,0.0147,2.1,"13_14"
"3092","Camille","Fighter","TOP","B",47.21,"-0.07",0.4939,0.9071,0.0242,0.0044,1.94,"13_14"
"3093","Cassiopeia","Mage","ADC","A",50.19,"2.91",0.5437,0.1327,0.0061,0.0271,2.64,"13_14"
"3094","Cassiopeia","Mage","MID","A",49.79,"-2.13",0.5271,0.6543,0.0268,0.0267,2.2,"13_14"
"3095","Cassiopeia","Mage","TOP","B",48.37,"-0.52",0.5175,0.2238,0.0097,0.0267,1.92,"13_14"
"3096","Cho'Gath","Tank","MID","A",51.23,"3.95",0.5588,0.3115,0.0064,0.0012,2.6,"13_14"
"3097","Cho'Gath","Tank","TOP","B",46.29,"1.73",0.4979,0.5172,0.0108,0.0011,2.1,"13_14"
"3098","Cho'Gath","Tank","SUPPORT","C",41.88,"999NEW",0.4943,0.11,0.002,0.0012,1.96,"13_14"
"3099","Corki","Marksman","MID","D",33.7,"-5.59",0.4751,0.8364,0.0033,2e-04,2.13,"13_14"
"3100","Darius","Fighter","TOP","S",60.05,"-15.32",0.5031,0.9441,0.0758,0.1616,1.83,"13_14"
"3101","Diana","Fighter","JUNGLE","A",49.23,"6.49",0.5056,0.7544,0.0427,0.0054,2.64,"13_14"
"3102","Diana","Fighter","MID","B",45.14,"-2.4",0.522,0.2206,0.0137,0.0054,2.23,"13_14"
"3103","Dr. Mundo","Marksman","TOP","B",44.78,"0.57",0.4927,0.8232,0.0109,0.0027,1.96,"13_14"
"3104","Dr. Mundo","Marksman","JUNGLE","C",42.8,"-0.56",0.5258,0.1126,0.0018,0.0038,2.37,"13_14"
"3105","Draven","Fighter","ADC","B",46.67,"2.44",0.5061,0.9506,0.0482,0.1208,2.3,"13_14"
"3106","Ekko","Assassin","JUNGLE","A",51.61,"2.08",0.5053,0.7405,0.049,0.0112,2.86,"13_14"
"3107","Ekko","Assassin","MID","D",38.86,"-5.39",0.4794,0.2368,0.0172,0.0106,2.23,"13_14"
"3108","Elise","Mage","JUNGLE","A",51.25,"-1.54",0.5098,0.9787,0.0384,0.0746,2.98,"13_14"
"3109","Evelynn","Assassin","JUNGLE","A",50.37,"-2.53",0.5071,0.9803,0.0373,0.0247,3.06,"13_14"
"3110","Ezreal","Marksman","ADC","God",71.8,"-5.97",0.5047,0.9642,0.2797,0.1722,2.64,"13_14"
