,Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Patch
2811,Shen,Tank,SUPPORT,D,34.09,-0.19,0.4992,0.1082,0.0038,0.0043,2.58,13_13
2812,Shyvana,Fighter,JUNGLE,D,32.96,-5.11,0.4951,0.8107,0.0149,0.0037,2.48,13_13
2813,Shyvana,Fighter,TOP,D,25.21,-4.75,0.4708,0.1573,0.0026,0.0041,1.81,13_13
2814,Singed,Tank,TOP,B,43.16,0.06,0.5054,0.8079,0.0197,0.0039,1.95,13_13
2815,Sion,Tank,TOP,S,58.15,-6.31,0.4810,0.8405,0.0582,0.0251,1.54,13_13
2816,Sivir,Marksman,ADC,B,43.18,5.98,0.5036,0.9789,0.0352,0.0050,2.3,13_13
2817,Skarner,Fighter,JUNGLE,C,35.87,-6.81,0.5129,0.7952,0.0099,0.0018,2.7,13_13
2818,Skarner,Fighter,TOP,D,32.95,-2.33,0.4978,0.1325,0.0018,0.0018,2.21,13_13
2819,Sona,Support,SUPPORT,A,48.89,-3.69,0.5043,0.9868,0.0393,0.0018,2.92,13_13
2820,Soraka,Support,SUPPORT,S,58.66,1.24,0.5162,0.9629,0.0615,0.0125,2.81,13_13
2821,Swain,Mage,ADC,A,50.41,7.41,0.5458,0.1254,0.0068,0.0266,2.93,13_13
2822,Swain,Mage,MID,A,48.05,0.69,0.5266,0.2997,0.0171,0.0266,2.64,13_13
2823,Swain,Mage,SUPPORT,B,43.69,-0.18,0.4985,0.5086,0.0339,0.0266,2.32,13_13
2824,Sylas,Mage,MID,A,55.1,-0.66,0.4897,0.6568,0.0528,0.0519,2.12,13_13
2825,Sylas,Mage,JUNGLE,D,30.41,-2.78,0.4796,0.2272,0.0174,0.0529,2.37,13_13
2826,Syndra,Mage,MID,God,77.89,18.34,0.5123,0.9380,0.0907,0.0509,2.27,13_13
2827,Tahm Kench,Support,TOP,B,41.15,-2.69,0.4880,0.6324,0.0189,0.0083,2.27,13_13
2828,Tahm Kench,Support,SUPPORT,D,31.51,-4.65,0.4843,0.2795,0.0083,0.0083,2.28,13_13
2829,Taliyah,Mage,MID,B,40.99,-2.86,0.5020,0.6708,0.0170,0.0021,2.23,13_13
2830,Taliyah,Mage,JUNGLE,D,30.47,2.62,0.4994,0.1858,0.0042,0.0021,2.67,13_13
2831,Taliyah,Mage,SUPPORT,D,28.12,999NEW,0.4844,0.1047,0.0024,0.0021,1.97,13_13
2832,Talon,Assassin,MID,S,57.97,5.57,0.5416,0.6364,0.0365,0.0332,2.3,13_13
2833,Talon,Assassin,JUNGLE,C,38.52,-2.53,0.5042,0.3527,0.0231,0.0262,2.48,13_13
2834,Taric,Support,SUPPORT,B,44.71,-1.24,0.5088,0.9195,0.0263,0.0041,2.8,13_13
2835,Teemo,Marksman,TOP,A,53.91,-6.87,0.4928,0.7295,0.0421,0.0622,1.66,13_13
2836,Teemo,Marksman,SUPPORT,C,35.55,999NEW,0.5164,0.1176,0.0070,0.0695,1.86,13_13
2837,Thresh,Support,SUPPORT,God,81.64,9.3,0.5122,0.9500,0.1263,0.0438,2.65,13_13
2838,Tristana,Marksman,MID,A,50.79,8.16,0.5005,0.3533,0.0420,0.0344,1.96,13_13
2839,Tristana,Marksman,ADC,B,45.21,8.88,0.4940,0.6059,0.0619,0.0344,2.2,13_13
2840,Trundle,Fighter,JUNGLE,C,38.62,-3.74,0.5071,0.6851,0.0188,0.0091,2.74,13_13
2841,Trundle,Fighter,TOP,D,34.19,-1.09,0.5072,0.2999,0.0084,0.0100,1.5,13_13
2842,Tryndamere,Fighter,TOP,C,39.44,-5.1,0.4810,0.8164,0.0245,0.0235,1.7,13_13
2843,Tryndamere,Fighter,MID,C,37.52,-7.81,0.5176,0.1325,0.0039,0.0247,2.1,13_13
2844,Twisted Fate,Mage,MID,B,44.57,0.29,0.4996,0.9051,0.0256,0.0013,2.28,13_13
2845,Twitch,Marksman,ADC,A,49.72,4.49,0.5151,0.7517,0.0602,0.0603,2.32,13_13
2846,Twitch,Marksman,MID,B,43.47,999NEW,0.5372,0.1138,0.0065,0.0603,2.29,13_13
2847,Udyr,Fighter,JUNGLE,B,42.71,4.21,0.5074,0.8678,0.0287,0.0235,2.7,13_13
2848,Udyr,Fighter,TOP,D,20.57,-4.24,0.4532,0.1343,0.0049,0.0226,1.45,13_13
2849,Urgot,Fighter,TOP,A,47.42,-0.24,0.5076,0.9343,0.0269,0.0109,1.89,13_13
2850,Varus,Marksman,ADC,B,44.12,-9.3,0.4923,0.7739,0.0598,0.0202,2.16,13_13
2851,Varus,Marksman,TOP,D,27.05,-21.62,0.4608,0.1491,0.0107,0.0211,1.68,13_13
2852,Vayne,Marksman,ADC,C,39.76,0.63,0.4765,0.7676,0.0565,0.0281,1.98,13_13
2853,Vayne,Marksman,TOP,C,34.79,4.91,0.4950,0.1867,0.0136,0.0301,1.51,13_13
2854,Veigar,Mage,MID,A,55.18,2.2,0.4994,0.7429,0.0490,0.0398,2.12,13_13
2855,Veigar,Mage,ADC,C,40.36,12.33,0.5131,0.1614,0.0095,0.0398,2.17,13_13
2856,Vel'Koz,Mage,MID,B,42.41,-4.02,0.5064,0.4488,0.0139,0.0047,2.6,13_13
2857,Vel'Koz,Mage,SUPPORT,C,38.64,-1.86,0.5058,0.5330,0.0184,0.0051,2.17,13_13
2858,Vex,Mage,MID,A,52.46,1.04,0.5157,0.9394,0.0343,0.0343,2.37,13_13
2859,Vi,Fighter,JUNGLE,B,40.41,-16.66,0.4864,0.9518,0.0385,0.0191,2.36,13_13
2860,Viego,Assassin,JUNGLE,God,75.28,5.96,0.4996,0.9547,0.1115,0.0269,2.52,13_13
2861,Viktor,Mage,MID,S,57.53,7.52,0.5152,0.9526,0.0484,0.0194,2.2,13_13
2862,Vladimir,Mage,MID,A,55.86,5.9,0.5125,0.8097,0.0423,0.0543,2.36,13_13
2863,Vladimir,Mage,TOP,D,29.94,-5.31,0.4664,0.1871,0.0100,0.0560,1.99,13_13
2864,Volibear,Fighter,JUNGLE,C,40.26,3.21,0.5284,0.3880,0.0117,0.0042,2.76,13_13
2865,Volibear,Fighter,TOP,C,37.89,1.31,0.4887,0.6044,0.0205,0.0047,1.61,13_13
2866,Warwick,Fighter,JUNGLE,A,50.46,0.76,0.5095,0.6060,0.0485,0.0544,2.23,13_13
2867,Warwick,Fighter,TOP,B,42.83,1.14,0.5053,0.3720,0.0201,0.0544,1.76,13_13
2868,Wukong,Fighter,JUNGLE,C,38.99,-4.76,0.5007,0.7098,0.0227,0.0097,2.76,13_13
2869,Wukong,Fighter,TOP,D,34.03,3.1,0.4953,0.2421,0.0068,0.0103,2.01,13_13
2870,Xayah,Marksman,ADC,A,57.06,2.4,0.4994,0.9929,0.1257,0.0588,2.25,13_13
2871,Xerath,Mage,MID,A,49.97,1.26,0.5143,0.3531,0.0204,0.0271,3.17,13_13
2872,Xerath,Mage,SUPPORT,B,44.9,-0.98,0.4958,0.6160,0.0373,0.0271,2.44,13_13
2873,Xin Zhao,Fighter,JUNGLE,B,40.54,-0.11,0.5199,0.8443,0.0224,0.0034,2.34,13_13
2874,Yasuo,Fighter,MID,God,75.27,10.54,0.4892,0.6706,0.0883,0.1486,1.83,13_13
2875,Yasuo,Fighter,ADC,B,41.38,7.21,0.5126,0.1609,0.0198,0.1486,2.02,13_13
2876,Yasuo,Fighter,TOP,C,38.14,0.19,0.4825,0.1606,0.0207,0.1486,1.49,13_13
2877,Yone,Assassin,TOP,S,64.39,7.71,0.5192,0.4531,0.0521,0.0658,1.63,13_13
2878,Yone,Assassin,MID,A,54.99,1.22,0.4747,0.5229,0.0603,0.0658,1.86,13_13
2879,Yorick,Fighter,TOP,A,49.51,-2.18,0.5095,0.9102,0.0331,0.0427,1.48,13_13
2880,Yuumi,Support,SUPPORT,A,53.26,4.12,0.4473,0.9868,0.0597,0.1307,4.05,13_13
2881,Zac,Tank,JUNGLE,A,50.67,-3.57,0.5091,0.7444,0.0355,0.0299,3.51,13_13
2882,Zac,Tank,TOP,B,41.4,1.62,0.5144,0.1316,0.0067,0.0306,2.53,13_13
2883,Zed,Assassin,MID,God,86.57,17.27,0.5015,0.8117,0.0924,0.2275,2.27,13_13
2884,Zeri,Marksman,ADC,C,38.04,-0.78,0.4747,0.8452,0.0382,0.0342,2.22,13_13
2885,Zeri,Marksman,MID,D,29.15,-12.33,0.4713,0.1050,0.0051,0.0329,2.06,13_13
2886,Ziggs,Mage,ADC,B,44.34,9.19,0.5232,0.3288,0.0115,0.0043,2.49,13_13
2887,Ziggs,Mage,MID,B,44.15,0.72,0.5063,0.5950,0.0207,0.0043,2.37,13_13
2888,Zilean,Support,MID,A,50.22,4.64,0.5473,0.1510,0.0046,0.0119,3.39,13_13
2889,Zilean,Support,SUPPORT,A,47.41,1.71,0.5115,0.8156,0.0287,0.0119,3.09,13_13
2890,Zoe,Mage,MID,B,45.99,0.03,0.4993,0.8357,0.0255,0.0129,2.55,13_13
2891,Zoe,Mage,SUPPORT,D,30.87,-6.86,0.4916,0.1491,0.0046,0.0132,2.11,13_13
2892,Zyra,Mage,SUPPORT,B,42.37,-3.98,0.5005,0.9065,0.0332,0.0221,2.01,13_13
2893,Aatrox,Fighter,TOP,God,93.26,33.69,0.5193,0.9534,0.1415,0.1786,1.93,13_14
2894,Ahri,Mage,MID,God,85.97,-7.31,0.5165,0.9663,0.1118,0.0628,2.71,13_14
2895,Akali,Assassin,MID,A,54.61,-4.66,0.4905,0.8042,0.0502,0.0507,2.39,13_14
2896,Akali,Assassin,TOP,B,42.88,7.29,0.4925,0.1868,0.0119,0.0538,2.08,13_14
2897,Akshan,Marksman,MID,A,48.61,0.87,0.5121,0.6451,0.0283,0.0661,2.23,13_14
2898,Akshan,Marksman,TOP,B,43.09,1.32,0.4942,0.3329,0.0143,0.0668,1.92,13_14
2899,Alistar,Tank,SUPPORT,S,60.06,7.65,0.5256,0.9645,0.0653,0.0153,2.62,13_14
2900,Amumu,Tank,SUPPORT,B,44.02,3.64,0.5394,0.3498,0.0136,0.0173,2.15,13_14
2901,Amumu,Tank,JUNGLE,C,42.48,-0.07,0.5051,0.6389,0.0294,0.0173,2.59,13_14
2902,Anivia,Mage,MID,B,47.12,-3.89,0.5009,0.8516,0.0237,0.0283,2.82,13_14
2903,Annie,Mage,TOP,A,49.34,999NEW,0.5388,0.1851,0.0073,0.0149,2.06,13_14
2904,Annie,Mage,MID,C,42.66,-1.1,0.4895,0.7240,0.0222,0.0160,2.41,13_14
2905,Annie,Mage,SUPPORT,D,35.51,1.62,0.5057,0.1974,0.0055,0.0167,2.28,13_14
2906,Aphelios,Marksman,ADC,B,43.06,-0.83,0.4875,0.9880,0.0707,0.0127,1.99,13_14
2907,Ashe,Marksman,ADC,S,60.56,-8.6,0.5173,0.9079,0.1696,0.0907,2.43,13_14
2908,Aurelion Sol,Mage,MID,A,50.39,-1.09,0.5084,0.8831,0.0302,0.0300,2.68,13_14
2909,Azir,Mage,MID,B,47.9,-9.38,0.4884,0.9060,0.0391,0.0085,2.16,13_14
2910,Bard,Support,SUPPORT,B,45.53,-1.4,0.4947,0.9649,0.0345,0.0037,2.95,13_14
2911,Bel'Veth,Fighter,JUNGLE,A,52.46,-3.78,0.5160,0.9070,0.0468,0.0961,2.56,13_14
2912,Blitzcrank,Tank,SUPPORT,S,65.32,-3.83,0.5225,0.9842,0.0748,0.1383,2.49,13_14
2913,Brand,Mage,SUPPORT,C,40.18,0.43,0.5070,0.7428,0.0260,0.0219,1.75,13_14
2914,Brand,Mage,MID,C,39.01,9.07,0.5180,0.1619,0.0062,0.0239,1.95,13_14
2915,Braum,Support,SUPPORT,S,56.13,10.66,0.5203,0.9930,0.0519,0.0098,2.96,13_14
2916,Caitlyn,Marksman,ADC,B,44.38,3.3,0.4923,0.9692,0.0667,0.0342,2.11,13_14
2917,Camille,Fighter,TOP,A,53.8,-4.66,0.5125,0.9750,0.0396,0.0283,1.95,13_14
2918,Cassiopeia,Mage,MID,S,54.68,2.28,0.5222,0.7733,0.0410,0.0424,2.14,13_14
2919,Cassiopeia,Mage,TOP,B,45.99,9.61,0.5188,0.1647,0.0100,0.0441,1.92,13_14
2920,Cho'Gath,Tank,TOP,A,49.8,1.59,0.5127,0.6787,0.0254,0.0078,2.01,13_14
2921,Cho'Gath,Tank,MID,C,38.12,-2.43,0.5012,0.2208,0.0072,0.0078,2.29,13_14
2922,Corki,Marksman,MID,C,37.41,1.9,0.4966,0.8893,0.0082,0.0011,2.23,13_14
2923,Darius,Fighter,TOP,God,67.32,-14.48,0.5032,0.9572,0.0787,0.1675,1.84,13_14
2924,Diana,Fighter,JUNGLE,S,55.4,18.2,0.5131,0.6929,0.0604,0.0308,2.52,13_14
2925,Diana,Fighter,MID,A,49.59,6.7,0.5259,0.2987,0.0256,0.0323,2.28,13_14
2926,Dr. Mundo,Marksman,TOP,B,46.47,-1.23,0.4961,0.8959,0.0268,0.0201,1.83,13_14
2927,Draven,Fighter,ADC,A,53.52,-0.24,0.5074,0.9789,0.0822,0.3987,2.07,13_14
2928,Ekko,Assassin,MID,A,49.64,0.17,0.5253,0.4122,0.0261,0.0188,2.3,13_14
2929,Ekko,Assassin,JUNGLE,B,44.49,0.5,0.4916,0.5556,0.0405,0.0188,2.71,13_14
2930,Elise,Mage,JUNGLE,C,37.26,0.45,0.4866,0.9558,0.0241,0.0067,2.7,13_14
2931,Evelynn,Assassin,JUNGLE,S,61.28,6.57,0.5151,0.9861,0.0581,0.1805,3.03,13_14
2932,Ezreal,Marksman,ADC,S,59.84,-9.11,0.5020,0.9505,0.1893,0.0655,2.52,13_14
2933,Fiddlesticks,Mage,JUNGLE,B,48,-0.1,0.5019,0.7822,0.0428,0.0420,2.77,13_14
2934,Fiora,Fighter,TOP,S,60.34,-16.11,0.5021,0.9860,0.0606,0.1819,1.69,13_14
2935,Fizz,Assassin,MID,S,58.92,-8.6,0.5094,0.9564,0.0503,0.0853,2.46,13_14
2936,Galio,Tank,MID,B,45.52,1.98,0.5128,0.7388,0.0146,0.0015,2.87,13_14
2937,Galio,Tank,SUPPORT,D,34.67,-2.15,0.5000,0.2371,0.0046,0.0019,2.4,13_14
2938,Gangplank,Fighter,TOP,A,52.5,4.91,0.5145,0.8786,0.0346,0.0205,1.94,13_14
2939,Gangplank,Fighter,MID,D,35.54,-3.79,0.4912,0.1327,0.0054,0.0220,2.23,13_14
2940,Garen,Fighter,TOP,S,65.82,-23.47,0.5021,0.9239,0.0831,0.0428,2.03,13_14
2941,Gnar,Fighter,TOP,B,45.77,1.81,0.4910,0.9794,0.0272,0.0032,1.87,13_14
2942,Gragas,Fighter,JUNGLE,C,40.92,-3.11,0.4930,0.4845,0.0287,0.0199,2.83,13_14
2943,Gragas,Fighter,TOP,C,39.94,-0.7,0.4661,0.3630,0.0216,0.0195,1.88,13_14
2944,Gragas,Fighter,MID,D,32.04,4.18,0.4654,0.1112,0.0062,0.0195,2.34,13_14
2945,Graves,Marksman,JUNGLE,S,55.99,-2.32,0.4928,0.9206,0.0707,0.0257,2.7,13_14
2946,Gwen,Fighter,TOP,A,50.07,-9.65,0.4955,0.9062,0.0417,0.0228,1.7,13_14
2947,Hecarim,Fighter,JUNGLE,S,57.13,-11.13,0.4848,0.9949,0.0693,0.1490,2.55,13_14
2948,Heimerdinger,Mage,TOP,C,38.66,4.23,0.4905,0.2442,0.0084,0.0159,1.57,13_14
2949,Heimerdinger,Mage,SUPPORT,D,37.12,-3.75,0.5078,0.4841,0.0143,0.0151,1.91,13_14
2950,Heimerdinger,Mage,MID,D,34.93,-5.77,0.4918,0.2116,0.0081,0.0173,1.84,13_14
2951,Illaoi,Fighter,TOP,A,53.7,-7.15,0.5176,0.9576,0.0429,0.0884,1.38,13_14
2952,Irelia,Fighter,TOP,A,51.97,-1.02,0.4990,0.5857,0.0432,0.1067,1.63,13_14
2953,Irelia,Fighter,MID,B,48.12,0.99,0.5113,0.4073,0.0299,0.1067,1.89,13_14
2954,Ivern,Support,JUNGLE,God,66.34,8.71,0.5520,0.8820,0.0469,0.0861,4.04,13_14
2955,Janna,Support,SUPPORT,God,71.56,1.02,0.5166,0.9937,0.0942,0.0429,3.29,13_14
2956,Jarvan IV,Tank,JUNGLE,God,68.65,0.4,0.5146,0.9628,0.0855,0.0297,3.31,13_14
2957,Jax,Fighter,TOP,S,63.65,-27.28,0.5020,0.9098,0.0706,0.1778,1.68,13_14
2958,Jayce,Fighter,MID,A,52.29,7.55,0.5135,0.4796,0.0381,0.0139,2.27,13_14
2959,Jayce,Fighter,TOP,B,48.34,1.18,0.4912,0.5114,0.0367,0.0139,1.81,13_14
2960,Jhin,Marksman,ADC,A,51.75,-3.93,0.5070,0.9694,0.0826,0.0156,2.78,13_14
2961,Jinx,Marksman,ADC,C,41.82,-8.69,0.4777,0.9896,0.0623,0.0060,2.2,13_14
2962,K'Sante,Fighter,TOP,B,44.23,-9.96,0.4592,0.9193,0.0397,0.0319,1.88,13_14
2963,Kai'Sa,Marksman,ADC,God,94.4,0.82,0.5208,0.9191,0.3239,0.3979,2.51,13_14
2964,Kalista,Marksman,ADC,B,44.63,8.92,0.5064,0.9535,0.0315,0.0065,2.34,13_14
2965,Karma,Mage,SUPPORT,A,48.52,0.62,0.4848,0.8770,0.0537,0.0061,2.67,13_14
2966,Karthus,Mage,ADC,A,48.35,-2.83,0.5294,0.4291,0.0336,0.1194,2.18,13_14
2967,Karthus,Mage,JUNGLE,B,43.13,6.66,0.4982,0.4465,0.0312,0.1194,2.51,13_14
2968,Kassadin,Assassin,MID,B,46.29,1.8,0.4984,0.9662,0.0245,0.0407,2.63,13_14
2969,Katarina,Assassin,MID,S,65.51,-1.15,0.5004,0.9731,0.0692,0.1037,2.36,13_14
2970,Kayle,Fighter,TOP,A,49.7,-9.67,0.5069,0.7977,0.0320,0.0193,1.8,13_14
2971,Kayle,Fighter,MID,D,36.5,-5.56,0.4960,0.1808,0.0060,0.0203,2.23,13_14
2972,Kayn,Fighter,JUNGLE,God,71.96,-6.26,0.5091,0.9181,0.0981,0.1070,2.49,13_14
2973,Kennen,Mage,TOP,B,42.76,-0.38,0.4820,0.7936,0.0211,0.0128,1.93,13_14
2974,Kennen,Mage,MID,C,39.39,5.64,0.5118,0.1811,0.0050,0.0116,2.37,13_14
2975,Kha'Zix,Assassin,JUNGLE,God,92.28,-0.26,0.5183,0.9955,0.1196,0.2403,2.75,13_14
2976,Kindred,Marksman,JUNGLE,S,63.19,-27.85,0.5051,0.9765,0.0661,0.2340,2.4,13_14
2977,Kled,Fighter,TOP,A,52.9,5.06,0.5257,0.9371,0.0246,0.0116,2.22,13_14
2978,Kog'Maw,Marksman,ADC,B,47.8,4.9,0.5335,0.9175,0.0241,0.0130,2.2,13_14
2979,LeBlanc,Assassin,MID,God,70.27,-4.47,0.5055,0.9219,0.0624,0.1886,2.86,13_14
2980,Lee Sin,Fighter,JUNGLE,S,57.18,-7.09,0.4812,0.9359,0.0800,0.0194,2.74,13_14
2981,Leona,Tank,SUPPORT,A,50.4,-0.1,0.4960,0.9930,0.0554,0.0221,2.41,13_14
2982,Lillia,Fighter,JUNGLE,A,49.36,-1.17,0.5192,0.9046,0.0382,0.0158,2.8,13_14
2983,Lissandra,Mage,MID,S,63.22,17.26,0.5122,0.9446,0.0624,0.0387,2.49,13_14
2984,Lucian,Marksman,ADC,C,38.76,-6.08,0.4732,0.8767,0.0401,0.0067,2.14,13_14
2985,Lucian,Marksman,MID,D,20.81,999NEW,0.4171,0.1076,0.0040,0.0066,1.81,13_14
2986,Lulu,Support,SUPPORT,A,54.38,5.87,0.4887,0.9812,0.0628,0.0538,2.94,13_14
2987,Lux,Mage,SUPPORT,S,61.05,-9.58,0.5034,0.5890,0.0759,0.0616,2.4,13_14
2988,Lux,Mage,MID,A,54.02,-3.75,0.4924,0.3772,0.0412,0.0616,2.89,13_14
2989,Malphite,Tank,TOP,God,66.44,-15.67,0.5138,0.8140,0.0627,0.1294,2.58,13_14
2990,Malphite,Tank,MID,B,42.88,-0.64,0.5128,0.1216,0.0097,0.1315,2.58,13_14
2991,Malzahar,Mage,MID,A,48.61,-2.32,0.4952,0.9149,0.0360,0.0463,2.2,13_14
2992,Maokai,Tank,JUNGLE,S,55.19,3.4,0.5251,0.6697,0.0478,0.0137,3.06,13_14
2993,Maokai,Tank,TOP,B,47.6,7.77,0.5168,0.1087,0.0074,0.0132,2.45,13_14
2994,Maokai,Tank,SUPPORT,B,43.35,4.51,0.5289,0.2205,0.0148,0.0132,2.38,13_14
2995,Master Yi,Assassin,JUNGLE,A,51.25,-5.27,0.4997,0.9417,0.0536,0.1245,2.13,13_14
2996,Milio,NULL,SUPPORT,A,50.74,-30.64,0.4696,0.9970,0.0552,0.1016,3.28,13_14
2997,Miss Fortune,Marksman,ADC,S,55.16,-8.6,0.5270,0.9610,0.1074,0.0424,2.3,13_14
2998,Mordekaiser,Fighter,TOP,A,54.6,-13.52,0.4974,0.8996,0.0504,0.0654,1.83,13_14
2999,Morgana,Mage,SUPPORT,A,50.18,-5.13,0.4984,0.9201,0.0447,0.1262,2.45,13_14
3000,Naafiri,NULL,MID,God,78.72,999NEW,0.5031,0.5151,0.0653,0.4225,2.12,13_14
3001,Naafiri,NULL,TOP,A,49.4,999NEW,0.5154,0.1076,0.0131,0.4207,1.99,13_14
3002,Naafiri,NULL,JUNGLE,B,47.72,999NEW,0.4476,0.3535,0.0466,0.4225,2.29,13_14
3003,Nami,Support,SUPPORT,C,41.94,-8.72,0.4621,0.9972,0.0440,0.0022,2.87,13_14
3004,Nasus,Fighter,TOP,A,52.06,-7.31,0.5136,0.8075,0.0336,0.0246,1.92,13_14
3005,Nasus,Fighter,MID,B,44.76,4.52,0.5497,0.1168,0.0039,0.0246,2.26,13_14
3006,Nautilus,Tank,SUPPORT,God,89.58,4.99,0.5076,0.9808,0.1540,0.1219,2.34,13_14
3007,Neeko,Mage,MID,A,52.89,0.47,0.5196,0.5483,0.0313,0.0715,2.61,13_14
3008,Neeko,Mage,SUPPORT,D,35.83,-4.83,0.4860,0.3288,0.0204,0.0745,2.01,13_14
3009,Nidalee,Assassin,JUNGLE,A,52.58,0.16,0.4969,0.9048,0.0530,0.0347,3.1,13_14
3010,Nilah,Marksman,ADC,B,44.51,1.36,0.5119,0.9821,0.0285,0.0350,2.18,13_14
3011,Nocturne,Assassin,JUNGLE,S,60.33,2.86,0.5377,0.9730,0.0574,0.0330,2.77,13_14
3012,Nunu,Tank,JUNGLE,B,46.89,6.59,0.5058,0.9067,0.0383,0.0076,2.85,13_14
3013,Olaf,Fighter,TOP,S,58.36,-3.91,0.5305,0.8938,0.0450,0.0638,1.82,13_14
3014,Orianna,Mage,MID,A,54.67,-2.33,0.5338,0.9075,0.0306,0.0022,2.75,13_14
3015,Ornn,Tank,TOP,S,59.69,-6.89,0.5100,0.9620,0.0518,0.0081,2.52,13_14
3016,Pantheon,Fighter,TOP,A,50.22,3.35,0.5095,0.4014,0.0284,0.0367,1.98,13_14
3017,Pantheon,Fighter,MID,B,47.43,3.05,0.5243,0.2982,0.0213,0.0367,2.23,13_14
3018,Pantheon,Fighter,SUPPORT,D,32.32,-3.15,0.4801,0.2355,0.0159,0.0367,1.88,13_14
3019,Poppy,Tank,TOP,A,51.38,2.87,0.5136,0.4531,0.0279,0.0323,2.1,13_14
3020,Poppy,Tank,JUNGLE,B,44.34,1.14,0.5143,0.4331,0.0246,0.0323,2.97,13_14
3021,Poppy,Tank,SUPPORT,C,39.67,999NEW,0.5270,0.1044,0.0055,0.0304,2.29,13_14
3022,Pyke,Support,SUPPORT,S,65.04,-2.88,0.4892,0.9671,0.0958,0.1222,2.24,13_14
3023,Qiyana,Assassin,MID,S,55.03,1.95,0.5059,0.8719,0.0484,0.0258,2.21,13_14
3024,Quinn,Marksman,TOP,B,46.64,-6.19,0.5050,0.8534,0.0219,0.0123,1.86,13_14
3025,Rakan,Support,SUPPORT,God,86.57,5.3,0.5227,0.9954,0.1401,0.0363,3.04,13_14
3026,Rammus,Tank,JUNGLE,C,42.1,-2.26,0.5086,0.8250,0.0192,0.0477,3.13,13_14
3027,Rammus,Tank,TOP,D,36.72,3.18,0.4886,0.1514,0.0033,0.0518,1.54,13_14
3028,Rek'Sai,Fighter,JUNGLE,S,58.3,-14.25,0.5306,0.9453,0.0489,0.1337,2.8,13_14
3029,Rell,Tank,SUPPORT,God,93.64,-2.64,0.5319,0.9307,0.1175,0.2309,2.89,13_14
3030,Renata Glasc,Support,SUPPORT,C,39.46,-2.11,0.4928,0.9925,0.0202,0.0039,2.68,13_14
3031,Renekton,Fighter,TOP,God,68.22,-19.55,0.5102,0.9376,0.0862,0.0574,1.95,13_14
3032,Rengar,Assassin,JUNGLE,God,66.36,-15.94,0.5078,0.8971,0.0578,0.3743,2.42,13_14
3033,Riven,Fighter,TOP,A,54.55,-7.64,0.4924,0.9424,0.0560,0.0267,1.83,13_14
3034,Rumble,Fighter,TOP,A,52.65,9,0.4922,0.7194,0.0442,0.0329,2.07,13_14
3035,Rumble,Fighter,MID,B,43.64,-2.87,0.5267,0.1636,0.0085,0.0244,2.45,13_14
3036,Rumble,Fighter,JUNGLE,D,30.88,3.94,0.4792,0.1312,0.0081,0.0288,2.87,13_14
3037,Ryze,Mage,TOP,C,40.28,6.48,0.4961,0.1799,0.0039,0.0016,1.95,13_14
3038,Ryze,Mage,MID,C,39.82,0.84,0.4891,0.8257,0.0169,0.0016,2.28,13_14
3039,Samira,Marksman,ADC,A,53.23,-0.93,0.4923,0.9791,0.1354,0.1926,2.14,13_14
3040,Sejuani,Tank,JUNGLE,B,45.81,-2.06,0.4981,0.8461,0.0324,0.0038,3.42,13_14
3041,Sejuani,Tank,TOP,B,44.8,6.37,0.5058,0.1386,0.0054,0.0041,2.4,13_14
3042,Senna,Marksman,SUPPORT,S,59.11,-6.9,0.5047,0.9446,0.0752,0.0284,2.53,13_14
3043,Seraphine,Mage,ADC,A,52.56,2.47,0.5388,0.4323,0.0232,0.0084,2.94,13_14
3044,Seraphine,Mage,SUPPORT,C,41.56,-4.89,0.4827,0.5084,0.0351,0.0090,2.51,13_14
3045,Seraphine,Mage,MID,D,32.64,-9.95,0.4566,0.1021,0.0063,0.0093,2.78,13_14
3046,Sett,Fighter,TOP,A,54.28,-3.34,0.4984,0.8640,0.0553,0.0178,1.65,13_14
3047,Shaco,Assassin,JUNGLE,S,54.85,0.27,0.4874,0.7719,0.0616,0.1198,2.8,13_14
3048,Shaco,Assassin,SUPPORT,C,39.17,1.59,0.5057,0.1536,0.0132,0.1271,2.4,13_14
3049,Shen,Tank,TOP,S,55.67,-6.67,0.5032,0.8767,0.0327,0.0043,3.04,13_14
3050,Shen,Tank,SUPPORT,D,31.91,-2.18,0.4852,0.1066,0.0037,0.0044,2.49,13_14
3051,Shyvana,Fighter,JUNGLE,A,50.02,17.06,0.5150,0.7350,0.0452,0.0170,2.56,13_14
3052,Shyvana,Fighter,TOP,B,46.74,21.53,0.5266,0.2361,0.0143,0.0179,1.58,13_14
3053,Singed,Tank,MID,A,52.59,999NEW,0.5816,0.1106,0.0029,0.0033,2.93,13_14
3054,Singed,Tank,TOP,A,51.56,8.4,0.5294,0.7944,0.0206,0.0036,2.07,13_14
3055,Sion,Tank,TOP,A,50.79,-7.36,0.4790,0.8790,0.0572,0.0221,1.51,13_14
3056,Sivir,Marksman,ADC,B,47.27,4.1,0.5180,0.9867,0.0333,0.0038,2.44,13_14
3057,Skarner,Fighter,TOP,C,38.92,5.97,0.4829,0.2062,0.0025,0.0015,2.2,13_14
3058,Skarner,Fighter,JUNGLE,C,38.55,2.68,0.5184,0.7475,0.0086,0.0015,2.87,13_14
