"","Name","Class","Role","Tier","Score","Trend","Win..","Role..","Pick..","Ban..","KDA","Patch"
"4626","Lux","Mage","SUPPORT","God",78.23,"-12.17",0.4868,0.6429,0.1039,0.1115,2.38,"13_20"
"4627","Lux","Mage","MID","S",68.73,"-0.88",0.5073,0.323,0.0503,0.1115,2.87,"13_20"
"4628","Malphite","Tank","TOP","S",62.54,"-8.85",0.501,0.737,0.0515,0.1183,2.48,"13_20"
"4629","Malphite","Tank","MID","C",37.01,"-6.74",0.4964,0.1473,0.0103,0.1206,2.53,"13_20"
"4630","Malzahar","Mage","MID","S",58.01,"-2.14",0.5136,0.9094,0.041,0.0635,2.29,"13_20"
"4631","Maokai","Tank","JUNGLE","S",56.09,"5.11",0.533,0.5716,0.039,0.0127,2.92,"13_20"
"4632","Maokai","Tank","TOP","B",45.39,"2.62",0.5205,0.1039,0.0069,0.0125,2.37,"13_20"
"4633","Maokai","Tank","SUPPORT","B",45.15,"3.45",0.5257,0.3062,0.0192,0.0127,2.36,"13_20"
"4634","Master Yi","Assassin","JUNGLE","B",46.05,"-5.3",0.4817,0.9261,0.0489,0.1057,1.9,"13_20"
"4635","Milio","Support","SUPPORT","S",65.94,"17.38",0.5124,0.9899,0.0642,0.0188,3.56,"13_20"
"4636","Miss Fortune","Marksman","ADC","S",60.56,"6.12",0.5226,0.9269,0.0915,0.0327,2.41,"13_20"
"4637","Mordekaiser","Fighter","TOP","A",56.07,"-4.13",0.4959,0.7824,0.051,0.0591,1.84,"13_20"
"4638","Mordekaiser","Fighter","JUNGLE","B",46.18,"1.64",0.5256,0.1284,0.0096,0.064,2.32,"13_20"
"4639","Morgana","Mage","SUPPORT","S",66.41,"4.64",0.5079,0.6547,0.0656,0.1678,2.45,"13_20"
"4640","Morgana","Mage","JUNGLE","A",50.65,"999NEW",0.5189,0.2172,0.0191,0.1806,2.99,"13_20"
"4641","Naafiri","Assassin","MID","S",60.92,"3.71",0.5254,0.7692,0.0403,0.0861,2.3,"13_20"
"4642","Naafiri","Assassin","TOP","C",38.27,"-3.41",0.493,0.1481,0.0086,0.0922,1.96,"13_20"
"4643","Nami","Support","SUPPORT","God",79.99,"19.37",0.5126,0.9866,0.1041,0.0047,3.18,"13_20"
"4644","Nasus","Fighter","TOP","S",59.9,"-0.02",0.5262,0.8032,0.0447,0.0405,1.99,"13_20"
"4645","Nasus","Fighter","MID","B",42.44,"4.99",0.5411,0.1231,0.0061,0.0429,2.35,"13_20"
"4646","Nautilus","Tank","SUPPORT","God",74.48,"-9.57",0.4938,0.9497,0.0938,0.1394,2.3,"13_20"
"4647","Neeko","Mage","MID","B",45.27,"-2.15",0.503,0.4143,0.0234,0.0419,2.43,"13_20"
"4648","Neeko","Mage","SUPPORT","B",43.9,"4.78",0.5064,0.5162,0.0271,0.0414,2.11,"13_20"
"4649","Nidalee","Assassin","JUNGLE","B",44.26,"-0.27",0.4842,0.8467,0.0277,0.0092,2.68,"13_20"
"4650","Nilah","Marksman","ADC","A",49.05,"1.14",0.5263,0.9719,0.0496,0.0697,2.23,"13_20"
"4651","Nocturne","Assassin","JUNGLE","A",55.05,"-6.71",0.5081,0.9448,0.0582,0.0862,2.49,"13_20"
"4652","Nunu","Tank","JUNGLE","B",44.6,"-5.16",0.479,0.9156,0.039,0.0119,2.42,"13_20"
"4653","Olaf","Fighter","TOP","B",44.48,"-0.82",0.5029,0.8145,0.0229,0.02,1.75,"13_20"
"4654","Olaf","Fighter","JUNGLE","C",36.88,"-7.98",0.4825,0.1347,0.0037,0.0199,2.2,"13_20"
"4655","Orianna","Mage","MID","God",91.51,"26.82",0.5024,0.9298,0.0925,0.0594,2.81,"13_20"
"4656","Ornn","Tank","TOP","S",60.34,"3.37",0.5231,0.9068,0.041,0.0067,2.51,"13_20"
"4657","Pantheon","Fighter","MID","A",49.74,"-3.42",0.5232,0.3035,0.0245,0.058,2.3,"13_20"
"4658","Pantheon","Fighter","TOP","A",47.93,"-5.75",0.4922,0.3975,0.0305,0.0559,2.08,"13_20"
"4659","Pantheon","Fighter","SUPPORT","C",34.66,"-3.29",0.4774,0.244,0.0198,0.058,1.96,"13_20"
"4660","Poppy","Tank","TOP","A",47.68,"-4.37",0.5031,0.3939,0.0229,0.0426,2.2,"13_20"
"4661","Poppy","Tank","JUNGLE","B",45.58,"1.73",0.4999,0.4736,0.0223,0.0426,2.58,"13_20"
"4662","Poppy","Tank","SUPPORT","B",40.45,"-0.7",0.532,0.1122,0.0058,0.0359,2.22,"13_20"
"4663","Pyke","Support","SUPPORT","S",66.3,"-8.78",0.5003,0.9412,0.0729,0.1549,2.22,"13_20"
"4664","Qiyana","Assassin","MID","B",42.8,"-2.58",0.4937,0.8793,0.0259,0.0069,2.23,"13_20"
"4665","Quinn","Marksman","TOP","A",48.08,"-2.87",0.5229,0.7321,0.0192,0.0257,1.92,"13_20"
"4666","Quinn","Marksman","MID","C",35.33,"-5.06",0.5198,0.1525,0.0042,0.0259,2.15,"13_20"
"4667","Rakan","Support","SUPPORT","S",70.86,"-0.22",0.496,0.9873,0.0899,0.0255,2.93,"13_20"
"4668","Rammus","Tank","JUNGLE","S",61.61,"9.8",0.5285,0.9367,0.0569,0.154,3.03,"13_20"
"4669","Rek'Sai","Fighter","JUNGLE","C",39.94,"-2.15",0.4843,0.9075,0.0121,0.0168,2.42,"13_20"
"4670","Rell","Tank","SUPPORT","A",51.97,"-1.45",0.5069,0.8661,0.04,0.041,2.73,"13_20"
"4671","Rell","Tank","JUNGLE","B",45.92,"999NEW",0.5047,0.13,0.006,0.0391,3.27,"13_20"
"4672","Renata Glasc","Support","SUPPORT","B",46.7,"-4.55",0.503,0.9784,0.031,0.0047,2.67,"13_20"
"4673","Renekton","Fighter","TOP","S",67.83,"-15.17",0.4837,0.91,0.0818,0.0799,1.91,"13_20"
"4674","Rengar","Assassin","TOP","B",43.2,"7.47",0.5183,0.2048,0.0088,0.0539,1.94,"13_20"
"4675","Rengar","Assassin","JUNGLE","B",42.07,"-3.09",0.4764,0.7575,0.0329,0.0647,2.13,"13_20"
"4676","Riven","Fighter","TOP","A",55.51,"-9.93",0.4973,0.9121,0.0517,0.0137,1.85,"13_20"
"4677","Rumble","Fighter","JUNGLE","A",52.97,"5.95",0.5412,0.2948,0.0155,0.0155,2.99,"13_20"
"4678","Rumble","Fighter","TOP","B",45.2,"11.3",0.5051,0.5108,0.0181,0.0138,2.11,"13_20"
"4679","Rumble","Fighter","MID","C",37.92,"-6.6",0.5115,0.2166,0.007,0.0114,2.57,"13_20"
"4680","Ryze","Mage","MID","C",38.13,"-2.93",0.4983,0.823,0.0159,0.0019,2.26,"13_20"
"4681","Ryze","Mage","TOP","C",36.7,"2.1",0.4969,0.141,0.0028,0.0018,2,"13_20"
"4682","Samira","Marksman","ADC","A",53.9,"0.76",0.5086,0.971,0.0745,0.1238,2.26,"13_20"
"4683","Sejuani","Tank","JUNGLE","B",46.59,"2.14",0.4925,0.8831,0.027,0.003,2.92,"13_20"
"4684","Senna","Marksman","SUPPORT","God",94.89,"4.04",0.5307,0.9243,0.1255,0.0982,2.6,"13_20"
"4685","Seraphine","Mage","ADC","A",47.43,"2.68",0.5342,0.3163,0.0215,0.0206,2.97,"13_20"
"4686","Seraphine","Mage","SUPPORT","B",44.44,"-4.65",0.4765,0.5844,0.0409,0.0206,2.35,"13_20"
"4687","Sett","Fighter","TOP","A",55.62,"-2.34",0.5043,0.8291,0.0503,0.0171,1.72,"13_20"
"4688","Shaco","Assassin","JUNGLE","A",51.35,"-6.04",0.4969,0.7173,0.045,0.139,2.64,"13_20"
"4689","Shaco","Assassin","SUPPORT","C",33.66,"-9.15",0.4687,0.234,0.0174,0.1448,2.18,"13_20"
"4690","Shen","Tank","TOP","A",52.18,"0.72",0.5106,0.725,0.0201,0.004,2.94,"13_20"
"4691","Shen","Tank","SUPPORT","C",35.05,"6",0.4989,0.183,0.0044,0.0039,2.63,"13_20"
"4692","Shyvana","Fighter","JUNGLE","B",45.6,"-1.8",0.507,0.8275,0.0236,0.0056,2.29,"13_20"
"4693","Shyvana","Fighter","TOP","C",35.2,"8.53",0.4998,0.1215,0.0038,0.0059,1.6,"13_20"
"4694","Singed","Tank","TOP","A",47.69,"0.39",0.5169,0.7915,0.0209,0.0077,1.96,"13_20"
"4695","Sion","Tank","TOP","A",51.03,"-5.44",0.5042,0.7359,0.0419,0.0229,1.52,"13_20"
"4696","Sion","Tank","MID","D",27.58,"-5.09",0.5073,0.1245,0.0068,0.025,1.15,"13_20"
"4697","Sivir","Marksman","ADC","B",43.88,"-6.55",0.5023,0.9679,0.0461,0.0119,2.48,"13_20"
"4698","Skarner","Fighter","JUNGLE","A",48.27,"-1.97",0.531,0.8528,0.0123,0.0022,2.49,"13_20"
"4699","Skarner","Fighter","TOP","B",40.73,"1.93",0.5074,0.2654,0.0026,0.0022,2.32,"13_20"
"4700","Sona","Support","SUPPORT","A",56.06,"-1.05",0.528,0.9817,0.0391,0.0023,2.98,"13_20"
"4701","Soraka","Support","SUPPORT","S",69.59,"-5.85",0.5241,0.9618,0.074,0.0373,2.8,"13_20"
"4702","Swain","Mage","MID","A",51.33,"3.68",0.5367,0.2171,0.0173,0.0446,2.8,"13_20"
"4703","Swain","Mage","SUPPORT","B",46.74,"2.63",0.4978,0.4537,0.0358,0.0479,2.3,"13_20"
"4704","Swain","Mage","ADC","B",44.62,"-3.92",0.5264,0.2988,0.0199,0.0446,2.84,"13_20"
"4705","Sylas","Mage","MID","God",76.95,"8.75",0.5106,0.6713,0.0691,0.102,2.31,"13_20"
"4706","Sylas","Mage","JUNGLE","B",44.79,"1.03",0.5012,0.2005,0.0192,0.102,2.44,"13_20"
"4707","Syndra","Mage","MID","God",83.38,"15.34",0.5004,0.9223,0.0865,0.057,2.32,"13_20"
"4708","Tahm Kench","Support","TOP","B",41.33,"1.09",0.487,0.5399,0.0154,0.0053,2.26,"13_20"
"4709","Tahm Kench","Support","SUPPORT","D",30.84,"-1.12",0.4769,0.3372,0.0079,0.0053,2.31,"13_20"
"4710","Taliyah","Mage","MID","B",47.01,"-0.26",0.5032,0.4085,0.0279,0.0275,2.3,"13_20"
"4711","Taliyah","Mage","JUNGLE","B",46.25,"-1.87",0.4922,0.5056,0.0353,0.0275,2.41,"13_20"
"4712","Talon","Assassin","MID","A",52.17,"-1.93",0.4929,0.7743,0.0404,0.0244,2.3,"13_20"
"4713","Talon","Assassin","JUNGLE","B",40.38,"-4.94",0.4934,0.1856,0.0091,0.0221,2.31,"13_20"
"4714","Taric","Support","SUPPORT","B",43.48,"7.37",0.5102,0.9074,0.019,0.0063,2.72,"13_20"
"4715","Teemo","Marksman","TOP","S",56.59,"-7.75",0.5001,0.7062,0.0507,0.0755,1.71,"13_20"
"4716","Teemo","Marksman","SUPPORT","D",33.07,"-3.34",0.4956,0.1258,0.0095,0.0813,1.72,"13_20"
"4717","Thresh","Support","SUPPORT","God",82.92,"-5.86",0.5084,0.9674,0.1138,0.0521,2.59,"13_20"
"4718","Tristana","Marksman","MID","A",51.26,"3.03",0.534,0.3973,0.0269,0.0366,2.01,"13_20"
"4719","Tristana","Marksman","ADC","B",44.15,"-4.22",0.5117,0.5746,0.0452,0.0366,2.21,"13_20"
"4720","Trundle","Fighter","JUNGLE","B",40.23,"-11.61",0.4819,0.5574,0.0156,0.0085,2.42,"13_20"
"4721","Trundle","Fighter","TOP","C",35.86,"3.28",0.4952,0.3757,0.0098,0.0085,1.47,"13_20"
"4722","Tryndamere","Fighter","TOP","A",53.29,"-13.86",0.5126,0.7956,0.0365,0.0942,1.78,"13_20"
"4723","Tryndamere","Fighter","MID","C",37.91,"-3.73",0.5309,0.1371,0.0056,0.0944,2.01,"13_20"
"4724","Twisted Fate","Mage","MID","B",44.82,"-4.12",0.4875,0.9041,0.0307,0.0017,2.32,"13_20"
"4725","Twitch","Marksman","ADC","A",50.37,"1.22",0.5239,0.8134,0.051,0.0513,2.49,"13_20"
"4726","Twitch","Marksman","SUPPORT","D",29.64,"-0.88",0.479,0.1116,0.0073,0.0528,1.95,"13_20"
"4727","Udyr","Fighter","JUNGLE","A",51.61,"-3.85",0.5174,0.7859,0.039,0.0297,2.47,"13_20"
"4728","Udyr","Fighter","TOP","B",40.66,"6.03",0.51,0.2081,0.0105,0.0303,1.7,"13_20"
"4729","Urgot","Fighter","TOP","A",52.19,"2.37",0.5226,0.9129,0.029,0.0117,1.98,"13_20"
"4730","Varus","Marksman","ADC","D",32.05,"-5.32",0.474,0.8702,0.0319,0.0035,2.19,"13_20"
"4731","Vayne","Marksman","ADC","S",61.66,"4.27",0.5209,0.8521,0.0965,0.0702,2.31,"13_20"
"4732","Vayne","Marksman","TOP","C",35.06,"-1.01",0.4767,0.1188,0.0131,0.0721,1.67,"13_20"
"4733","Veigar","Mage","MID","A",53.76,"0.4",0.5052,0.7088,0.0392,0.0286,2.22,"13_20"
"4734","Veigar","Mage","ADC","B",40.72,"5.5",0.5382,0.1712,0.0086,0.0286,2.35,"13_20"
"4735","Vel'Koz","Mage","SUPPORT","C",37.44,"-2.34",0.4952,0.7204,0.0174,0.0039,2.13,"13_20"
"4736","Vel'Koz","Mage","MID","D",33.61,"-4.98",0.4975,0.2445,0.0062,0.0043,2.46,"13_20"
"4737","Vex","Mage","MID","S",58.82,"-4.18",0.5117,0.9305,0.0412,0.052,2.51,"13_20"
"4738","Vi","Fighter","JUNGLE","A",51.73,"1.16",0.5224,0.9452,0.0385,0.0093,2.37,"13_20"
"4739","Viego","Assassin","JUNGLE","A",54.84,"0.16",0.5072,0.9381,0.0648,0.0203,2.39,"13_20"
"4740","Viktor","Mage","MID","A",48.84,"-2.72",0.4984,0.9522,0.0333,0.013,2.31,"13_20"
"4741","Vladimir","Mage","MID","A",50.94,"2.88",0.5048,0.7494,0.0321,0.0373,2.45,"13_20"
"4742","Vladimir","Mage","TOP","C",36.36,"4.39",0.4793,0.2075,0.0085,0.0373,2.13,"13_20"
"4743","Volibear","Fighter","TOP","B",47.34,"-0.62",0.5005,0.6885,0.0335,0.0111,1.62,"13_20"
"4744","Volibear","Fighter","JUNGLE","B",44.51,"2.76",0.5091,0.2699,0.0143,0.0111,2.39,"13_20"
"4745","Warwick","Fighter","JUNGLE","B",45.47,"-5.37",0.4833,0.7063,0.0463,0.0375,2,"13_20"
"4746","Warwick","Fighter","TOP","C",34.92,"-6.25",0.4721,0.2608,0.0134,0.0375,1.8,"13_20"
"4747","Wukong","Fighter","JUNGLE","B",40.41,"0.11",0.4863,0.5906,0.0125,0.004,2.45,"13_20"
"4748","Wukong","Fighter","TOP","C",36.01,"-2.25",0.482,0.3288,0.0072,0.004,2.09,"13_20"
"4749","Xayah","Marksman","ADC","A",52.13,"6.98",0.4961,0.9853,0.085,0.0242,2.33,"13_20"
"4750","Xerath","Mage","MID","A",54.92,"-2.36",0.4994,0.3936,0.0315,0.1063,3.06,"13_20"
"4751","Xerath","Mage","SUPPORT","A",53.94,"-6.46",0.5012,0.5691,0.0459,0.1063,2.55,"13_20"
"4752","Xin Zhao","Fighter","JUNGLE","B",46.67,"-0.75",0.5138,0.8694,0.0241,0.0035,2.25,"13_20"
"4753","Yasuo","Fighter","MID","God",81.06,"9.19",0.504,0.6097,0.0744,0.1862,1.88,"13_20"
"4754","Yasuo","Fighter","ADC","B",40.85,"-0.76",0.5181,0.2263,0.027,0.1862,2.05,"13_20"
"4755","Yasuo","Fighter","TOP","C",37.49,"-3.26",0.482,0.1514,0.0161,0.1862,1.52,"13_20"
"4756","Yone","Assassin","MID","God",79.64,"12.02",0.4913,0.5203,0.0802,0.1463,1.87,"13_20"
"4757","Yone","Assassin","TOP","S",67.72,"-2.73",0.5095,0.4454,0.0686,0.1463,1.64,"13_20"
"4758","Yorick","Fighter","TOP","A",48.9,"-2.01",0.5091,0.8533,0.0332,0.0568,1.5,"13_20"
"4759","Yorick","Fighter","MID","D",32.18,"999NEW",0.5166,0.1013,0.004,0.0647,1.78,"13_20"
"4760","Yuumi","Support","SUPPORT","A",55.55,"-5.57",0.4621,0.9872,0.0529,0.0622,4.3,"13_20"
"4761","Zac","Tank","JUNGLE","A",55.05,"-1.21",0.502,0.7788,0.0492,0.0404,3.33,"13_20"
"4762","Zed","Assassin","MID","God",85.65,"-3.89",0.4904,0.8843,0.0686,0.3121,2.28,"13_20"
"4763","Zeri","Marksman","ADC","D",31.59,"-6.96",0.4739,0.9506,0.0279,0.0081,2.28,"13_20"
"4764","Ziggs","Mage","MID","S",59.76,"18.03",0.5376,0.3966,0.0331,0.0394,2.61,"13_20"
"4765","Ziggs","Mage","ADC","A",49.49,"4.39",0.5244,0.5363,0.0457,0.0394,2.58,"13_20"
"4766","Zilean","Support","SUPPORT","A",49.47,"4.58",0.5238,0.8725,0.0223,0.0101,3.19,"13_20"
"4767","Zilean","Support","MID","C",35.63,"-7.65",0.4973,0.1018,0.0026,0.0102,3.1,"13_20"
"4768","Zoe","Mage","MID","A",47.54,"-2.82",0.4994,0.8189,0.0267,0.0229,2.64,"13_20"
"4769","Zoe","Mage","SUPPORT","D",26.13,"-0.86",0.463,0.176,0.0053,0.0192,2.08,"13_20"
"4770","Zyra","Mage","SUPPORT","S",57.77,"-7.56",0.5144,0.852,0.0546,0.0761,2.09,"13_20"
"4771","Aatrox","Fighter","TOP","God",68.18,"-7.54",0.5011,0.934,0.0943,0.1086,2,"13_21"
"4772","Ahri","Mage","MID","S",65.26,"-8.38",0.4998,0.9035,0.0686,0.0296,2.59,"13_21"
"4773","Akali","Assassin","MID","God",78.83,"-11.93",0.506,0.7853,0.091,0.12,2.55,"13_21"
"4774","Akali","Assassin","TOP","B",44.75,"-0.53",0.4808,0.2069,0.0234,0.12,2.1,"13_21"
"4775","Akshan","Marksman","MID","A",49.78,"-0.13",0.5158,0.7352,0.0262,0.0557,2.27,"13_21"
"4776","Akshan","Marksman","TOP","B",43.68,"4.94",0.5107,0.2064,0.0069,0.0553,1.92,"13_21"
"4777","Alistar","Tank","SUPPORT","S",58.74,"2.04",0.518,0.9634,0.0649,0.0289,2.54,"13_21"
"4778","Amumu","Tank","JUNGLE","A",49.74,"-0.45",0.5113,0.7511,0.0331,0.0171,2.55,"13_21"
"4779","Amumu","Tank","SUPPORT","C",40.21,"7.51",0.5066,0.2318,0.0073,0.0171,2.04,"13_21"
"4780","Anivia","Mage","MID","B",47.59,"3.23",0.5042,0.7869,0.0204,0.0252,2.74,"13_21"
"4781","Anivia","Mage","SUPPORT","D",36.38,"5.97",0.4864,0.1615,0.0039,0.0252,2.12,"13_21"
"4782","Annie","Mage","MID","C",41.16,"8.82",0.4894,0.7909,0.0162,0.0098,2.36,"13_21"
"4783","Annie","Mage","SUPPORT","D",31.9,"-3.61",0.4573,0.1778,0.0036,0.0101,2.19,"13_21"
"4784","Aphelios","Marksman","ADC","B",44.6,"7.91",0.477,0.9738,0.0807,0.0081,2.04,"13_21"
"4785","Ashe","Marksman","ADC","God",69.59,"5.45",0.5157,0.8708,0.1143,0.0788,2.44,"13_21"
"4786","Aurelion Sol","Mage","MID","A",54.62,"-16.11",0.499,0.8967,0.0416,0.0394,2.61,"13_21"
"4787","Azir","Mage","MID","A",51.96,"9.32",0.503,0.9354,0.0395,0.0098,2.22,"13_21"
"4788","Bard","Support","SUPPORT","S",60.54,"3.85",0.5288,0.9653,0.0559,0.0117,3.28,"13_21"
"4789","Bel'Veth","Fighter","JUNGLE","A",53.62,"13.53",0.5218,0.9349,0.0396,0.0832,2.48,"13_21"
"4790","Blitzcrank","Tank","SUPPORT","God",66.11,"-12.75",0.5042,0.9849,0.0728,0.3182,2.46,"13_21"
"4791","Brand","Mage","SUPPORT","B",42.39,"4.36",0.4804,0.4642,0.0359,0.0373,1.73,"13_21"
"4792","Brand","Mage","JUNGLE","C",40.85,"999NEW",0.4842,0.2838,0.0202,0.0373,2.26,"13_21"
"4793","Brand","Mage","MID","C",40.68,"7.33",0.5012,0.1756,0.0137,0.0405,2.01,"13_21"
"4794","Braum","Support","SUPPORT","B",46.69,"1.14",0.4982,0.9835,0.0279,0.006,2.77,"13_21"
"4795","Briar","Fighter","JUNGLE","God",82.01,"-11.51",0.5166,0.8583,0.0894,0.4524,2.18,"13_21"
"4796","Caitlyn","Marksman","ADC","God",79.92,"-3.36",0.4924,0.9513,0.1489,0.1464,2.25,"13_21"
"4797","Camille","Fighter","TOP","S",56.49,"-2.72",0.5188,0.9369,0.0483,0.0375,1.98,"13_21"
"4798","Cassiopeia","Mage","MID","B",42.54,"-0.38",0.503,0.7582,0.0165,0.0187,2.13,"13_21"
"4799","Cassiopeia","Mage","TOP","D",33.02,"-8.59",0.4572,0.111,0.0025,0.0183,1.81,"13_21"
"4800","Cassiopeia","Mage","ADC","D",27.22,"-8.44",0.5115,0.1174,0.0023,0.0183,2.16,"13_21"
"4801","Cho'Gath","Tank","TOP","B",46.66,"-1.86",0.4976,0.6374,0.0253,0.009,1.99,"13_21"
"4802","Cho'Gath","Tank","MID","C",37.22,"6.35",0.4859,0.1752,0.0075,0.009,2.38,"13_21"
"4803","Corki","Marksman","MID","D",35.29,"7.29",0.4831,0.8266,0.0069,0.0018,2.16,"13_21"
"4804","Corki","Marksman","ADC","D",13.93,"-10.43",0.4492,0.1353,0.001,0.0018,2.23,"13_21"
"4805","Darius","Fighter","TOP","S",62.32,"-13.84",0.4886,0.9181,0.0803,0.1507,1.84,"13_21"
"4806","Diana","Fighter","JUNGLE","B",44.86,"-1.63",0.4821,0.6766,0.0371,0.0135,2.32,"13_21"
"4807","Diana","Fighter","MID","C",42.02,"2.84",0.4994,0.323,0.0164,0.0127,2.17,"13_21"
"4808","Dr. Mundo","Marksman","TOP","B",43.14,"-11.98",0.481,0.8334,0.0265,0.0222,1.76,"13_21"
"4809","Dr. Mundo","Marksman","JUNGLE","C",37.54,"999NEW",0.4895,0.107,0.0037,0.0249,2.27,"13_21"
"4810","Draven","Fighter","ADC","S",56.5,"6.67",0.5145,0.9676,0.0651,0.243,2.14,"13_21"
"4811","Ekko","Assassin","JUNGLE","S",56.55,"2.37",0.5222,0.6321,0.0476,0.0425,2.79,"13_21"
"4812","Ekko","Assassin","MID","A",49.24,"2.55",0.5054,0.3462,0.028,0.0425,2.41,"13_21"
"4813","Elise","Mage","SUPPORT","B",47.42,"999NEW",0.559,0.1203,0.0018,0.0089,2.1,"13_21"
"4814","Elise","Mage","JUNGLE","B",43.53,"-0.1",0.4957,0.8759,0.0181,0.0084,2.59,"13_21"
"4815","Evelynn","Assassin","JUNGLE","A",54.05,"-1.54",0.498,0.9751,0.0462,0.153,2.85,"13_21"
"4816","Ezreal","Marksman","ADC","God",91.27,"5.92",0.5013,0.9587,0.1766,0.1002,2.67,"13_21"
"4817","Fiddlesticks","Mage","JUNGLE","A",53.91,"-3.27",0.5101,0.852,0.0437,0.1008,2.69,"13_21"
"4818","Fiddlesticks","Mage","SUPPORT","B",42.36,"999NEW",0.5227,0.1046,0.0051,0.0852,2.05,"13_21"
"4819","Fiora","Fighter","TOP","S",60.38,"-5.88",0.5165,0.9716,0.0599,0.1698,1.66,"13_21"
"4820","Fizz","Assassin","MID","S",60.55,"-2.58",0.5185,0.9493,0.0458,0.0929,2.52,"13_21"
"4821","Galio","Tank","SUPPORT","A",48.8,"10.33",0.5524,0.2332,0.0058,0.0036,2.49,"13_21"
"4822","Galio","Tank","MID","B",46.76,"-0.56",0.5071,0.696,0.0173,0.0037,2.74,"13_21"
"4823","Gangplank","Fighter","TOP","B",43.96,"-7.77",0.4699,0.8304,0.0344,0.0256,1.87,"13_21"
"4824","Gangplank","Fighter","MID","D",37,"-1.61",0.491,0.1784,0.0076,0.0258,2.15,"13_21"
"4825","Garen","Fighter","TOP","God",65.94,"-24.93",0.4835,0.8659,0.0987,0.1201,1.79,"13_21"
"4826","Gnar","Fighter","TOP","B",44.2,"1.16",0.4833,0.9426,0.0271,0.0045,1.89,"13_21"
"4827","Gragas","Fighter","TOP","C",41.6,"8.99",0.4911,0.3154,0.0103,0.0063,1.99,"13_21"
"4828","Gragas","Fighter","JUNGLE","C",37.88,"-2.22",0.4663,0.4644,0.0153,0.0063,2.58,"13_21"
"4829","Gragas","Fighter","MID","D",35.82,"4.87",0.4858,0.1352,0.0043,0.0062,2.35,"13_21"
"4830","Graves","Marksman","JUNGLE","God",94.69,"18.59",0.5322,0.958,0.142,0.2433,2.78,"13_21"
"4831","Gwen","Fighter","TOP","A",49.64,"-0.59",0.5038,0.7937,0.0382,0.0227,1.7,"13_21"
"4832","Gwen","Fighter","JUNGLE","C",41.65,"-2.52",0.5059,0.1623,0.0076,0.0245,2.37,"13_21"
"4833","Hecarim","Fighter","JUNGLE","S",60.23,"13.38",0.5068,0.9941,0.0687,0.0895,2.77,"13_21"
"4834","Heimerdinger","Mage","TOP","B",42.78,"4.61",0.5154,0.2375,0.0063,0.0194,1.65,"13_21"
"4835","Heimerdinger","Mage","MID","C",39.62,"6.3",0.5074,0.2799,0.0098,0.0207,1.92,"13_21"
"4836","Heimerdinger","Mage","SUPPORT","D",36.3,"4.69",0.4795,0.402,0.0122,0.0181,1.82,"13_21"
"4837","Illaoi","Fighter","TOP","A",52.48,"-7.03",0.5116,0.9267,0.0426,0.1476,1.43,"13_21"
"4838","Irelia","Fighter","MID","A",48.52,"-1.21",0.5192,0.4739,0.0265,0.0629,1.88,"13_21"
"4839","Irelia","Fighter","TOP","B",47.72,"-0.55",0.5082,0.5125,0.0268,0.0619,1.72,"13_21"
"4840","Ivern","Support","JUNGLE","A",51.73,"-5.23",0.5012,0.9137,0.0299,0.0487,3.51,"13_21"
"4841","Janna","Support","SUPPORT","S",55.5,"-0.53",0.5248,0.9924,0.0397,0.0097,3.2,"13_21"
"4842","Jarvan IV","Tank","JUNGLE","God",73.61,"9.36",0.506,0.9568,0.105,0.1073,3.42,"13_21"
"4843","Jax","Fighter","TOP","God",72.65,"-18.57",0.5116,0.8114,0.1001,0.1736,1.75,"13_21"
"4844","Jax","Fighter","JUNGLE","B",44.47,"3.4",0.507,0.166,0.0173,0.1711,2.24,"13_21"
"4845","Jayce","Fighter","MID","B",47.62,"-1.73",0.4773,0.5248,0.0409,0.0179,2.13,"13_21"
"4846","Jayce","Fighter","TOP","B",46.81,"1.12",0.4885,0.4541,0.0344,0.0179,1.84,"13_21"
"4847","Jhin","Marksman","ADC","S",65.3,"-5.06",0.5047,0.9644,0.1054,0.0198,2.97,"13_21"
"4848","Jinx","Marksman","ADC","God",79.29,"-14.25",0.5041,0.9853,0.1494,0.0842,2.4,"13_21"
"4849","K'Sante","Fighter","TOP","God",90.76,"46.88",0.5044,0.8905,0.134,0.2539,2.11,"13_21"
"4850","Kai'Sa","Marksman","ADC","God",88.44,"14.46",0.492,0.9631,0.1854,0.0648,2.47,"13_21"
"4851","Kalista","Marksman","ADC","D",32.76,"-0.39",0.4945,0.934,0.0286,0.0071,2.25,"13_21"
"4852","Karma","Mage","SUPPORT","B",46.95,"-0.71",0.4728,0.9084,0.0475,0.007,2.61,"13_21"
"4853","Karthus","Mage","JUNGLE","B",45.36,"-4.94",0.4931,0.6857,0.0273,0.064,2.47,"13_21"
"4854","Karthus","Mage","ADC","C",37.23,"5.14",0.5485,0.184,0.0069,0.0527,2.23,"13_21"
"4855","Kassadin","Assassin","MID","S",55.61,"-3.67",0.5019,0.9798,0.043,0.071,2.47,"13_21"
"4856","Katarina","Assassin","MID","A",52.74,"-4.56",0.4853,0.963,0.0481,0.0369,2.23,"13_21"
"4857","Kayle","Fighter","TOP","A",51,"-0.68",0.5192,0.8546,0.0322,0.0163,1.79,"13_21"
"4858","Kayle","Fighter","MID","C",40.18,"-0.17",0.5149,0.1106,0.0045,0.0171,2.18,"13_21"
